gene	Sample_ID	compendium_version	rollup_cohort	drugs
ABHD6	TH34_1162_S01	v7	v7_TCGA_rollup	
ACACB	TH34_1162_S01	v7	v7_TCGA_rollup	
ACIN1	TH34_1162_S01	v7	v7_TCGA_rollup	
ACTN2	TH34_1162_S01	v7	v7_TCGA_rollup	
ADAMTS10	TH34_1162_S01	v7	v7_TCGA_rollup	
ADGRG2	TH34_1162_S01	v7	v7_TCGA_rollup	
AGER	TH34_1162_S01	v7	v7_TCGA_rollup	
ALG9	TH34_1162_S01	v7	v7_TCGA_rollup	
AP4B1	TH34_1162_S01	v7	v7_TCGA_rollup	
ARHGAP17	TH34_1162_S01	v7	v7_TCGA_rollup	
ARTN	TH34_1162_S01	v7	v7_TCGA_rollup	
ASGR1	TH34_1162_S01	v7	v7_TCGA_rollup	
ATG16L2	TH34_1162_S01	v7	v7_TCGA_rollup	
ATP1A1	TH34_1162_S01	v7	v7_TCGA_rollup	
C1orf61	TH34_1162_S01	v7	v7_TCGA_rollup	
CCDC14	TH34_1162_S01	v7	v7_TCGA_rollup	
CCDC171	TH34_1162_S01	v7	v7_TCGA_rollup	
CCK	TH34_1162_S01	v7	v7_TCGA_rollup	
CCNL2	TH34_1162_S01	v7	v7_TCGA_rollup	
CDH23	TH34_1162_S01	v7	v7_TCGA_rollup	
CDH24	TH34_1162_S01	v7	v7_TCGA_rollup	
CEACAM21	TH34_1162_S01	v7	v7_TCGA_rollup	
CHKB	TH34_1162_S01	v7	v7_TCGA_rollup	
CLEC11A	TH34_1162_S01	v7	v7_TCGA_rollup	
COG7	TH34_1162_S01	v7	v7_TCGA_rollup	
CSAD	TH34_1162_S01	v7	v7_TCGA_rollup	
CTC-575D19.1	TH34_1162_S01	v7	v7_TCGA_rollup	
CYP26B1	TH34_1162_S01	v7	v7_TCGA_rollup	
CYP4F22	TH34_1162_S01	v7	v7_TCGA_rollup	
D2HGDH	TH34_1162_S01	v7	v7_TCGA_rollup	
DAPK1	TH34_1162_S01	v7	v7_TCGA_rollup	
DCHS2	TH34_1162_S01	v7	v7_TCGA_rollup	
DLG2	TH34_1162_S01	v7	v7_TCGA_rollup	
DUOX2	TH34_1162_S01	v7	v7_TCGA_rollup	
DUOXA2	TH34_1162_S01	v7	v7_TCGA_rollup	
EGFLAM	TH34_1162_S01	v7	v7_TCGA_rollup	
EPB41	TH34_1162_S01	v7	v7_TCGA_rollup	
FAM118A	TH34_1162_S01	v7	v7_TCGA_rollup	
FAM156B	TH34_1162_S01	v7	v7_TCGA_rollup	
FAM19A5	TH34_1162_S01	v7	v7_TCGA_rollup	
FAM65C	TH34_1162_S01	v7	v7_TCGA_rollup	
FCGRT	TH34_1162_S01	v7	v7_TCGA_rollup	
FEZF1-AS1	TH34_1162_S01	v7	v7_TCGA_rollup	
FLRT2	TH34_1162_S01	v7	v7_TCGA_rollup	
FREM1	TH34_1162_S01	v7	v7_TCGA_rollup	
FRG2FP	TH34_1162_S01	v7	v7_TCGA_rollup	
FTL	TH34_1162_S01	v7	v7_TCGA_rollup	
GAS1	TH34_1162_S01	v7	v7_TCGA_rollup	
GATA2	TH34_1162_S01	v7	v7_TCGA_rollup	bortezomib,fasudil,BORTEZOMIB,FASUDIL
GLCE	TH34_1162_S01	v7	v7_TCGA_rollup	
GLG1	TH34_1162_S01	v7	v7_TCGA_rollup	
GP1BB	TH34_1162_S01	v7	v7_TCGA_rollup	
GRP	TH34_1162_S01	v7	v7_TCGA_rollup	
GYG2	TH34_1162_S01	v7	v7_TCGA_rollup	
HAP1	TH34_1162_S01	v7	v7_TCGA_rollup	
HMCN1	TH34_1162_S01	v7	v7_TCGA_rollup	
HMOX1	TH34_1162_S01	v7	v7_TCGA_rollup	SUNITINIB,SORAFENIB
HOXD10	TH34_1162_S01	v7	v7_TCGA_rollup	
HOXD11	TH34_1162_S01	v7	v7_TCGA_rollup	
HOXD9	TH34_1162_S01	v7	v7_TCGA_rollup	
IL24	TH34_1162_S01	v7	v7_TCGA_rollup	
IPO5	TH34_1162_S01	v7	v7_TCGA_rollup	
ITM2A	TH34_1162_S01	v7	v7_TCGA_rollup	
JAK1	TH34_1162_S01	v7	v7_TCGA_rollup	RUXOLITINIB,Ruxolitinib,PEMBROLIZUMAB,ENZASTAURIN,INCB18424,AZD1480
KCNE3	TH34_1162_S01	v7	v7_TCGA_rollup	
KDSR	TH34_1162_S01	v7	v7_TCGA_rollup	
KIAA1456	TH34_1162_S01	v7	v7_TCGA_rollup	
KMO	TH34_1162_S01	v7	v7_TCGA_rollup	
LDB2	TH34_1162_S01	v7	v7_TCGA_rollup	
LGMN	TH34_1162_S01	v7	v7_TCGA_rollup	
LIPI	TH34_1162_S01	v7	v7_TCGA_rollup	
LL21NC02-1C16.2	TH34_1162_S01	v7	v7_TCGA_rollup	
LONRF1	TH34_1162_S01	v7	v7_TCGA_rollup	
LOXHD1	TH34_1162_S01	v7	v7_TCGA_rollup	
MAN2C1	TH34_1162_S01	v7	v7_TCGA_rollup	
MEG3	TH34_1162_S01	v7	v7_TCGA_rollup	
MEIS1	TH34_1162_S01	v7	v7_TCGA_rollup	
MIER2	TH34_1162_S01	v7	v7_TCGA_rollup	
MXD3	TH34_1162_S01	v7	v7_TCGA_rollup	
NAIP	TH34_1162_S01	v7	v7_TCGA_rollup	
NEUROD6	TH34_1162_S01	v7	v7_TCGA_rollup	
NKX2-2	TH34_1162_S01	v7	v7_TCGA_rollup	
NPL	TH34_1162_S01	v7	v7_TCGA_rollup	
NPW	TH34_1162_S01	v7	v7_TCGA_rollup	
NPY	TH34_1162_S01	v7	v7_TCGA_rollup	
NR0B1	TH34_1162_S01	v7	v7_TCGA_rollup	
NRD1	TH34_1162_S01	v7	v7_TCGA_rollup	
ODF2L	TH34_1162_S01	v7	v7_TCGA_rollup	
PADI2	TH34_1162_S01	v7	v7_TCGA_rollup	
PAX7	TH34_1162_S01	v7	v7_TCGA_rollup	
PHKA2	TH34_1162_S01	v7	v7_TCGA_rollup	
PKDCC	TH34_1162_S01	v7	v7_TCGA_rollup	
PLAC9	TH34_1162_S01	v7	v7_TCGA_rollup	
PLCXD1	TH34_1162_S01	v7	v7_TCGA_rollup	
PPP1R1A	TH34_1162_S01	v7	v7_TCGA_rollup	
PRKCB	TH34_1162_S01	v7	v7_TCGA_rollup	SOPHORETIN,ENZASTAURIN
PRND	TH34_1162_S01	v7	v7_TCGA_rollup	
PRRT4	TH34_1162_S01	v7	v7_TCGA_rollup	
PRSS35	TH34_1162_S01	v7	v7_TCGA_rollup	
PTPN13	TH34_1162_S01	v7	v7_TCGA_rollup	
RASAL3	TH34_1162_S01	v7	v7_TCGA_rollup	
RBM11	TH34_1162_S01	v7	v7_TCGA_rollup	
RCN3	TH34_1162_S01	v7	v7_TCGA_rollup	
RP11-1258F18.1	TH34_1162_S01	v7	v7_TCGA_rollup	
RP11-343H5.4	TH34_1162_S01	v7	v7_TCGA_rollup	
RP11-734K23.9	TH34_1162_S01	v7	v7_TCGA_rollup	
RP13-77O11.8	TH34_1162_S01	v7	v7_TCGA_rollup	
RP4-765C7.2	TH34_1162_S01	v7	v7_TCGA_rollup	
SCG2	TH34_1162_S01	v7	v7_TCGA_rollup	
SCNN1G	TH34_1162_S01	v7	v7_TCGA_rollup	
SDCCAG3	TH34_1162_S01	v7	v7_TCGA_rollup	
SHANK1	TH34_1162_S01	v7	v7_TCGA_rollup	
SIGLEC1	TH34_1162_S01	v7	v7_TCGA_rollup	
SIM2	TH34_1162_S01	v7	v7_TCGA_rollup	
SLC17A8	TH34_1162_S01	v7	v7_TCGA_rollup	
SLC38A4	TH34_1162_S01	v7	v7_TCGA_rollup	
SNX18	TH34_1162_S01	v7	v7_TCGA_rollup	
SRSF6	TH34_1162_S01	v7	v7_TCGA_rollup	
STAB1	TH34_1162_S01	v7	v7_TCGA_rollup	
SYNPR	TH34_1162_S01	v7	v7_TCGA_rollup	
TAF6L	TH34_1162_S01	v7	v7_TCGA_rollup	
TARBP2	TH34_1162_S01	v7	v7_TCGA_rollup	
TAZ	TH34_1162_S01	v7	v7_TCGA_rollup	
TIAL1	TH34_1162_S01	v7	v7_TCGA_rollup	
TMEM100	TH34_1162_S01	v7	v7_TCGA_rollup	
TMEM91	TH34_1162_S01	v7	v7_TCGA_rollup	
TNFAIP6	TH34_1162_S01	v7	v7_TCGA_rollup	
TOX2	TH34_1162_S01	v7	v7_TCGA_rollup	
TRAV1-2	TH34_1162_S01	v7	v7_TCGA_rollup	
UGT3A2	TH34_1162_S01	v7	v7_TCGA_rollup	
WBSCR17	TH34_1162_S01	v7	v7_TCGA_rollup	
XAGE1A	TH34_1162_S01	v7	v7_TCGA_rollup	
XAGE1B	TH34_1162_S01	v7	v7_TCGA_rollup	
XG	TH34_1162_S01	v7	v7_TCGA_rollup	
ZC3H13	TH34_1162_S01	v7	v7_TCGA_rollup	
ZDHHC3	TH34_1162_S01	v7	v7_TCGA_rollup	
ZNF276	TH34_1162_S01	v7	v7_TCGA_rollup	
ABHD6	TH34_1162_S01	v7	v7_PEDAYA_rollup	
ACACB	TH34_1162_S01	v7	v7_PEDAYA_rollup	
ADGRG2	TH34_1162_S01	v7	v7_PEDAYA_rollup	
ARHGAP17	TH34_1162_S01	v7	v7_PEDAYA_rollup	
ARTN	TH34_1162_S01	v7	v7_PEDAYA_rollup	
ASGR1	TH34_1162_S01	v7	v7_PEDAYA_rollup	
C1orf61	TH34_1162_S01	v7	v7_PEDAYA_rollup	
CCDC171	TH34_1162_S01	v7	v7_PEDAYA_rollup	
CCK	TH34_1162_S01	v7	v7_PEDAYA_rollup	
CCL18	TH34_1162_S01	v7	v7_PEDAYA_rollup	
CDH23	TH34_1162_S01	v7	v7_PEDAYA_rollup	
CEACAM21	TH34_1162_S01	v7	v7_PEDAYA_rollup	
CEACAM6	TH34_1162_S01	v7	v7_PEDAYA_rollup	
CES1	TH34_1162_S01	v7	v7_PEDAYA_rollup	
CLDN1	TH34_1162_S01	v7	v7_PEDAYA_rollup	
CYP4F22	TH34_1162_S01	v7	v7_PEDAYA_rollup	
DCHS2	TH34_1162_S01	v7	v7_PEDAYA_rollup	
DUOX2	TH34_1162_S01	v7	v7_PEDAYA_rollup	
DUOXA2	TH34_1162_S01	v7	v7_PEDAYA_rollup	
FABP4	TH34_1162_S01	v7	v7_PEDAYA_rollup	
FAM118A	TH34_1162_S01	v7	v7_PEDAYA_rollup	
FAM65C	TH34_1162_S01	v7	v7_PEDAYA_rollup	
FCGRT	TH34_1162_S01	v7	v7_PEDAYA_rollup	
FEZF1-AS1	TH34_1162_S01	v7	v7_PEDAYA_rollup	
FREM1	TH34_1162_S01	v7	v7_PEDAYA_rollup	
FRG2FP	TH34_1162_S01	v7	v7_PEDAYA_rollup	
FTL	TH34_1162_S01	v7	v7_PEDAYA_rollup	
GLCE	TH34_1162_S01	v7	v7_PEDAYA_rollup	
GRP	TH34_1162_S01	v7	v7_PEDAYA_rollup	
HAP1	TH34_1162_S01	v7	v7_PEDAYA_rollup	
HMCN1	TH34_1162_S01	v7	v7_PEDAYA_rollup	
HMOX1	TH34_1162_S01	v7	v7_PEDAYA_rollup	SUNITINIB,SORAFENIB
HOXD10	TH34_1162_S01	v7	v7_PEDAYA_rollup	
HOXD11	TH34_1162_S01	v7	v7_PEDAYA_rollup	
IL24	TH34_1162_S01	v7	v7_PEDAYA_rollup	
KCNE3	TH34_1162_S01	v7	v7_PEDAYA_rollup	
KDSR	TH34_1162_S01	v7	v7_PEDAYA_rollup	
KIAA1456	TH34_1162_S01	v7	v7_PEDAYA_rollup	
KMO	TH34_1162_S01	v7	v7_PEDAYA_rollup	
LIPI	TH34_1162_S01	v7	v7_PEDAYA_rollup	
LL21NC02-1C16.2	TH34_1162_S01	v7	v7_PEDAYA_rollup	
LONRF1	TH34_1162_S01	v7	v7_PEDAYA_rollup	
LOXHD1	TH34_1162_S01	v7	v7_PEDAYA_rollup	
MFAP5	TH34_1162_S01	v7	v7_PEDAYA_rollup	
NEUROD6	TH34_1162_S01	v7	v7_PEDAYA_rollup	
NKX2-2	TH34_1162_S01	v7	v7_PEDAYA_rollup	
NR0B1	TH34_1162_S01	v7	v7_PEDAYA_rollup	
NRD1	TH34_1162_S01	v7	v7_PEDAYA_rollup	
PADI2	TH34_1162_S01	v7	v7_PEDAYA_rollup	
PAX7	TH34_1162_S01	v7	v7_PEDAYA_rollup	
PKP1	TH34_1162_S01	v7	v7_PEDAYA_rollup	
PRND	TH34_1162_S01	v7	v7_PEDAYA_rollup	
PRRT4	TH34_1162_S01	v7	v7_PEDAYA_rollup	
PRSS35	TH34_1162_S01	v7	v7_PEDAYA_rollup	
RBM11	TH34_1162_S01	v7	v7_PEDAYA_rollup	
RCN3	TH34_1162_S01	v7	v7_PEDAYA_rollup	
RP11-1258F18.1	TH34_1162_S01	v7	v7_PEDAYA_rollup	
RP13-77O11.8	TH34_1162_S01	v7	v7_PEDAYA_rollup	
SCNN1G	TH34_1162_S01	v7	v7_PEDAYA_rollup	
SIGLEC1	TH34_1162_S01	v7	v7_PEDAYA_rollup	
SIM2	TH34_1162_S01	v7	v7_PEDAYA_rollup	
SLC17A8	TH34_1162_S01	v7	v7_PEDAYA_rollup	
SLC38A4	TH34_1162_S01	v7	v7_PEDAYA_rollup	
STEAP1	TH34_1162_S01	v7	v7_PEDAYA_rollup	
STEAP2	TH34_1162_S01	v7	v7_PEDAYA_rollup	
SYNPR	TH34_1162_S01	v7	v7_PEDAYA_rollup	
TMEM91	TH34_1162_S01	v7	v7_PEDAYA_rollup	
TNFAIP6	TH34_1162_S01	v7	v7_PEDAYA_rollup	
TRAV1-2	TH34_1162_S01	v7	v7_PEDAYA_rollup	
TSPAN8	TH34_1162_S01	v7	v7_PEDAYA_rollup	
UGT3A2	TH34_1162_S01	v7	v7_PEDAYA_rollup	
XAGE1A	TH34_1162_S01	v7	v7_PEDAYA_rollup	
XAGE1B	TH34_1162_S01	v7	v7_PEDAYA_rollup	
XG	TH34_1162_S01	v7	v7_PEDAYA_rollup	
ZDHHC3	TH34_1162_S01	v7	v7_PEDAYA_rollup	
ABHD6	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
AC005943.6	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
ACACB	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
ACAP3	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
ACTN2	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
ADGRG2	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
ALG9	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
AMDHD2	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
AP4B1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
ARHGAP17	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
ARTN	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
ASGR1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
ATP1A1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
C1orf61	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
CCDC171	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
CCDC84	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
CCK	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
CCNL2	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
CDH23	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
CDH24	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
CEACAM6	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
COG7	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
CSAD	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
CTC-575D19.1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
CYP4F22	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
D2HGDH	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
DAPK1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
DCHS2	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
DLG2	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
DMXL2	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
DUOX2	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
DUOXA2	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
EPHA4	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
EXOSC7	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
FAM118A	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
FAM156B	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
FAM65C	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
FCGRT	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
FEZF1-AS1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
FREM1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
FRG2FP	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
GLCE	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
GRP	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
HAP1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
HMOX1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	SUNITINIB,SORAFENIB
HOXD10	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
HOXD11	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
HOXD9	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
IL1RAP	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
IL24	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
JAK1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	RUXOLITINIB,Ruxolitinib,PEMBROLIZUMAB,ENZASTAURIN,INCB18424,AZD1480
KCNE3	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
KDSR	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
KIAA1456	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
KMO	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
LIPI	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
LL21NC02-1C16.2	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
LONRF1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
LOXHD1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
MAGED4	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
MFAP5	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
NAIP	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
NEUROD6	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
NKX2-2	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
NPL	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
NPY	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
NR0B1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
NRD1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
ODF2L	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
PABPC1L	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
PADI2	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
PAX7	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
PHKA2	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
PKP1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
PLCXD1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
PRND	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
PRRT4	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
PTS	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
RBM11	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
RP11-1258F18.1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
RP11-231C14.4	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
RP11-734K23.9	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
RP13-77O11.8	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
RP5-857K21.6	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
SCNN1G	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
SDCCAG3	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
SIGLEC1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
SIM2	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
SLC17A8	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
SNORA70	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
SPG7	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
STEAP2	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
SYNPR	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
TAF6L	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
TAZ	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
TIAL1	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
TMEM91	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
TNFAIP6	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
TRAV1-2	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
TRPM4	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
TSPAN13	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
UGT3A2	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
WDR90	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
XAGE1A	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
XAGE1B	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
XG	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
ZDHHC3	TH34_1162_S01	v7	v7_TH03_TH34_rollup	
ABHD6	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
ACACB	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
ACTN2	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
ADGRG2	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
ALG9	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
AP4B1	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
ARHGAP17	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
ARTN	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
ATP1A1	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
C1orf61	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
CCDC171	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
CCK	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
CDH23	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
CTC-575D19.1	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
CYP4F22	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
DCHS2	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
DLG2	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
DUOX2	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
DUOXA2	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
EXOSC7	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
FAM65C	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
FEZF1-AS1	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
FRG2FP	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
GLCE	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
GRP	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
HAP1	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
HOXD10	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
HOXD11	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
HOXD9	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
IL1RAP	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
IL24	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
JAK1	TH34_1162_S01	v7	v11_TH03_TH34_rollup	RUXOLITINIB,Ruxolitinib,PEMBROLIZUMAB,ENZASTAURIN,INCB18424,AZD1480
KCNE3	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
KDSR	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
KIAA1456	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
KMO	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
LIPI	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
LL21NC02-1C16.2	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
LONRF1	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
LOXHD1	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
NEUROD6	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
NKX2-2	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
NPY	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
NR0B1	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
NRD1	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
ODF2L	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
PADI2	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
PAX7	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
PKP1	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
PRND	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
PRRT4	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
RBM11	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
RP11-1258F18.1	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
RP13-77O11.8	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
SCNN1G	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
SHANK1	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
SIGLEC1	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
SIM2	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
SLC17A8	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
SLC38A4	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
STEAP2	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
SYNPR	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
TMEM91	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
TNFAIP6	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
TRAV1-2	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
TRPM4	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
UGT3A2	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
XAGE1A	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
XAGE1B	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
XG	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
ZDHHC3	TH34_1162_S01	v7	v11_TH03_TH34_rollup	
ABHD6	TH34_1162_S01	v7	v11_PEDAYA_rollup	
ACACB	TH34_1162_S01	v7	v11_PEDAYA_rollup	
ADGRG2	TH34_1162_S01	v7	v11_PEDAYA_rollup	
ARHGAP17	TH34_1162_S01	v7	v11_PEDAYA_rollup	
ARTN	TH34_1162_S01	v7	v11_PEDAYA_rollup	
ASGR1	TH34_1162_S01	v7	v11_PEDAYA_rollup	
ATP1A1	TH34_1162_S01	v7	v11_PEDAYA_rollup	
C1orf61	TH34_1162_S01	v7	v11_PEDAYA_rollup	
CCDC171	TH34_1162_S01	v7	v11_PEDAYA_rollup	
CCK	TH34_1162_S01	v7	v11_PEDAYA_rollup	
CCL18	TH34_1162_S01	v7	v11_PEDAYA_rollup	
CDH23	TH34_1162_S01	v7	v11_PEDAYA_rollup	
CEACAM6	TH34_1162_S01	v7	v11_PEDAYA_rollup	
CES1	TH34_1162_S01	v7	v11_PEDAYA_rollup	
