gene	Sample_ID	compendium_version	rollup_cohort	drugs
CFP	TH34_1350_S01	v8	v8_TCGA_rollup	
CHKB-CPT1B	TH34_1350_S01	v8	v8_TCGA_rollup	
CLEC12A	TH34_1350_S01	v8	v8_TCGA_rollup	
CLEC4E	TH34_1350_S01	v8	v8_TCGA_rollup	
CLK3	TH34_1350_S01	v8	v8_TCGA_rollup	
CORO1A	TH34_1350_S01	v8	v8_TCGA_rollup	
CORO7	TH34_1350_S01	v8	v8_TCGA_rollup	
COTL1	TH34_1350_S01	v8	v8_TCGA_rollup	
CRTC2	TH34_1350_S01	v8	v8_TCGA_rollup	
CSF2RB	TH34_1350_S01	v8	v8_TCGA_rollup	
CSF3R	TH34_1350_S01	v8	v8_TCGA_rollup	
CSK	TH34_1350_S01	v8	v8_TCGA_rollup	
CSNK1G2	TH34_1350_S01	v8	v8_TCGA_rollup	
CST7	TH34_1350_S01	v8	v8_TCGA_rollup	
CTC-251I16.1	TH34_1350_S01	v8	v8_TCGA_rollup	
CTD-2006K23.1	TH34_1350_S01	v8	v8_TCGA_rollup	
CTD-2370N5.3	TH34_1350_S01	v8	v8_TCGA_rollup	
CTD-3193O13.13	TH34_1350_S01	v8	v8_TCGA_rollup	
CTSG	TH34_1350_S01	v8	v8_TCGA_rollup	
CX3CR1	TH34_1350_S01	v8	v8_TCGA_rollup	
CXCR2P1	TH34_1350_S01	v8	v8_TCGA_rollup	
CYTH4	TH34_1350_S01	v8	v8_TCGA_rollup	
DEDD2	TH34_1350_S01	v8	v8_TCGA_rollup	
DEFA1	TH34_1350_S01	v8	v8_TCGA_rollup	
DEFA1B	TH34_1350_S01	v8	v8_TCGA_rollup	
DEFA3	TH34_1350_S01	v8	v8_TCGA_rollup	
DEFA4	TH34_1350_S01	v8	v8_TCGA_rollup	
DENND4B	TH34_1350_S01	v8	v8_TCGA_rollup	
DGKZ	TH34_1350_S01	v8	v8_TCGA_rollup	
DOCK2	TH34_1350_S01	v8	v8_TCGA_rollup	
DOCK5	TH34_1350_S01	v8	v8_TCGA_rollup	
DOK2	TH34_1350_S01	v8	v8_TCGA_rollup	
DOK3	TH34_1350_S01	v8	v8_TCGA_rollup	
DPEP2	TH34_1350_S01	v8	v8_TCGA_rollup	
ELANE	TH34_1350_S01	v8	v8_TCGA_rollup	
EPB42	TH34_1350_S01	v8	v8_TCGA_rollup	
EVI2B	TH34_1350_S01	v8	v8_TCGA_rollup	
FAM133B	TH34_1350_S01	v8	v8_TCGA_rollup	
FAM193B	TH34_1350_S01	v8	v8_TCGA_rollup	
FAM65B	TH34_1350_S01	v8	v8_TCGA_rollup	
FAM78A	TH34_1350_S01	v8	v8_TCGA_rollup	
FBRS	TH34_1350_S01	v8	v8_TCGA_rollup	
FCAR	TH34_1350_S01	v8	v8_TCGA_rollup	
FCER1G	TH34_1350_S01	v8	v8_TCGA_rollup	
FCGR2C	TH34_1350_S01	v8	v8_TCGA_rollup	
FCGR3B	TH34_1350_S01	v8	v8_TCGA_rollup	
FCN1	TH34_1350_S01	v8	v8_TCGA_rollup	
FES	TH34_1350_S01	v8	v8_TCGA_rollup	
FGD2	TH34_1350_S01	v8	v8_TCGA_rollup	
FGD3	TH34_1350_S01	v8	v8_TCGA_rollup	
FGFBP2	TH34_1350_S01	v8	v8_TCGA_rollup	
FGL2	TH34_1350_S01	v8	v8_TCGA_rollup	
FGR	TH34_1350_S01	v8	v8_TCGA_rollup	
FLI1	TH34_1350_S01	v8	v8_TCGA_rollup	
FLT3LG	TH34_1350_S01	v8	v8_TCGA_rollup	
FMNL1	TH34_1350_S01	v8	v8_TCGA_rollup	
FPR1	TH34_1350_S01	v8	v8_TCGA_rollup	
FYB	TH34_1350_S01	v8	v8_TCGA_rollup	
GAPT	TH34_1350_S01	v8	v8_TCGA_rollup	
GBP5	TH34_1350_S01	v8	v8_TCGA_rollup	
GIMAP4	TH34_1350_S01	v8	v8_TCGA_rollup	
GMIP	TH34_1350_S01	v8	v8_TCGA_rollup	
GPBAR1	TH34_1350_S01	v8	v8_TCGA_rollup	
GPSM3	TH34_1350_S01	v8	v8_TCGA_rollup	
GRK6	TH34_1350_S01	v8	v8_TCGA_rollup	
GRN	TH34_1350_S01	v8	v8_TCGA_rollup	
GYPB	TH34_1350_S01	v8	v8_TCGA_rollup	
GZMH	TH34_1350_S01	v8	v8_TCGA_rollup	
HBA1	TH34_1350_S01	v8	v8_TCGA_rollup	
HBA2	TH34_1350_S01	v8	v8_TCGA_rollup	
HBB	TH34_1350_S01	v8	v8_TCGA_rollup	
HBD	TH34_1350_S01	v8	v8_TCGA_rollup	
HBG1	TH34_1350_S01	v8	v8_TCGA_rollup	
HBG2	TH34_1350_S01	v8	v8_TCGA_rollup	
HBM	TH34_1350_S01	v8	v8_TCGA_rollup	
HCK	TH34_1350_S01	v8	v8_TCGA_rollup	
HK3	TH34_1350_S01	v8	v8_TCGA_rollup	
HSPA7	TH34_1350_S01	v8	v8_TCGA_rollup	
HVCN1	TH34_1350_S01	v8	v8_TCGA_rollup	
ICAM3	TH34_1350_S01	v8	v8_TCGA_rollup	
IKZF1	TH34_1350_S01	v8	v8_TCGA_rollup	
IL10RA	TH34_1350_S01	v8	v8_TCGA_rollup	
IL17RA	TH34_1350_S01	v8	v8_TCGA_rollup	
INPP5D	TH34_1350_S01	v8	v8_TCGA_rollup	
IRF5	TH34_1350_S01	v8	v8_TCGA_rollup	
ITGAL	TH34_1350_S01	v8	v8_TCGA_rollup	
ITGAM	TH34_1350_S01	v8	v8_TCGA_rollup	
ITGAX	TH34_1350_S01	v8	v8_TCGA_rollup	
ITGB2	TH34_1350_S01	v8	v8_TCGA_rollup	
ITGB2-AS1	TH34_1350_S01	v8	v8_TCGA_rollup	
KCNAB2	TH34_1350_S01	v8	v8_TCGA_rollup	
KIAA0930	TH34_1350_S01	v8	v8_TCGA_rollup	
KLF2	TH34_1350_S01	v8	v8_TCGA_rollup	
LAT	TH34_1350_S01	v8	v8_TCGA_rollup	
LAT2	TH34_1350_S01	v8	v8_TCGA_rollup	
LCP2	TH34_1350_S01	v8	v8_TCGA_rollup	
LENG8	TH34_1350_S01	v8	v8_TCGA_rollup	
LILRA1	TH34_1350_S01	v8	v8_TCGA_rollup	
LILRA2	TH34_1350_S01	v8	v8_TCGA_rollup	
LILRA5	TH34_1350_S01	v8	v8_TCGA_rollup	
LILRA6	TH34_1350_S01	v8	v8_TCGA_rollup	
LILRB1	TH34_1350_S01	v8	v8_TCGA_rollup	
LILRB2	TH34_1350_S01	v8	v8_TCGA_rollup	
LILRB3	TH34_1350_S01	v8	v8_TCGA_rollup	
LIMD2	TH34_1350_S01	v8	v8_TCGA_rollup	
LINC01001	TH34_1350_S01	v8	v8_TCGA_rollup	
LINC01272	TH34_1350_S01	v8	v8_TCGA_rollup	
LPAR2	TH34_1350_S01	v8	v8_TCGA_rollup	
LRRC25	TH34_1350_S01	v8	v8_TCGA_rollup	
LSP1	TH34_1350_S01	v8	v8_TCGA_rollup	
LST1	TH34_1350_S01	v8	v8_TCGA_rollup	
LTA4H	TH34_1350_S01	v8	v8_TCGA_rollup	
LYL1	TH34_1350_S01	v8	v8_TCGA_rollup	
MAN2B1	TH34_1350_S01	v8	v8_TCGA_rollup	
MAP4K2	TH34_1350_S01	v8	v8_TCGA_rollup	
MAPK7	TH34_1350_S01	v8	v8_TCGA_rollup	
MCEMP1	TH34_1350_S01	v8	v8_TCGA_rollup	
MEFV	TH34_1350_S01	v8	v8_TCGA_rollup	
MICAL1	TH34_1350_S01	v8	v8_TCGA_rollup	
MILR1	TH34_1350_S01	v8	v8_TCGA_rollup	
MIR142	TH34_1350_S01	v8	v8_TCGA_rollup	
MMP8	TH34_1350_S01	v8	v8_TCGA_rollup	
MNDA	TH34_1350_S01	v8	v8_TCGA_rollup	
MNT	TH34_1350_S01	v8	v8_TCGA_rollup	
MOB3A	TH34_1350_S01	v8	v8_TCGA_rollup	
MPEG1	TH34_1350_S01	v8	v8_TCGA_rollup	
MPO	TH34_1350_S01	v8	v8_TCGA_rollup	
MS4A14	TH34_1350_S01	v8	v8_TCGA_rollup	
MS4A3	TH34_1350_S01	v8	v8_TCGA_rollup	
MS4A7	TH34_1350_S01	v8	v8_TCGA_rollup	
MYD88	TH34_1350_S01	v8	v8_TCGA_rollup	Ibrutinib,IBRUTINIB
MYO1F	TH34_1350_S01	v8	v8_TCGA_rollup	
MYO1G	TH34_1350_S01	v8	v8_TCGA_rollup	
NADK	TH34_1350_S01	v8	v8_TCGA_rollup	
NBEAL2	TH34_1350_S01	v8	v8_TCGA_rollup	
NCF1	TH34_1350_S01	v8	v8_TCGA_rollup	
NCF1B	TH34_1350_S01	v8	v8_TCGA_rollup	
NCF1C	TH34_1350_S01	v8	v8_TCGA_rollup	
NCF2	TH34_1350_S01	v8	v8_TCGA_rollup	
NCF4	TH34_1350_S01	v8	v8_TCGA_rollup	
NEAT1_2	TH34_1350_S01	v8	v8_TCGA_rollup	
NFAM1	TH34_1350_S01	v8	v8_TCGA_rollup	
NFE2	TH34_1350_S01	v8	v8_TCGA_rollup	
NFKBIA	TH34_1350_S01	v8	v8_TCGA_rollup	
NFKBID	TH34_1350_S01	v8	v8_TCGA_rollup	
NKG7	TH34_1350_S01	v8	v8_TCGA_rollup	
NMT1	TH34_1350_S01	v8	v8_TCGA_rollup	
NRGN	TH34_1350_S01	v8	v8_TCGA_rollup	
NRROS	TH34_1350_S01	v8	v8_TCGA_rollup	
NXF1	TH34_1350_S01	v8	v8_TCGA_rollup	
OSCAR	TH34_1350_S01	v8	v8_TCGA_rollup	
P2RX1	TH34_1350_S01	v8	v8_TCGA_rollup	
P2RY13	TH34_1350_S01	v8	v8_TCGA_rollup	
PABPN1	TH34_1350_S01	v8	v8_TCGA_rollup	
PADI4	TH34_1350_S01	v8	v8_TCGA_rollup	
PARVG	TH34_1350_S01	v8	v8_TCGA_rollup	
PFN1	TH34_1350_S01	v8	v8_TCGA_rollup	
PGLYRP1	TH34_1350_S01	v8	v8_TCGA_rollup	
PIK3AP1	TH34_1350_S01	v8	v8_TCGA_rollup	
PIK3CD	TH34_1350_S01	v8	v8_TCGA_rollup	BEZ235,BUPARLISIB HYDROCHLORIDE,DACTOLISIB,SF1126,ALPELISIB,GSK2126458,SF-1126,IDELALISIB,BKM120,PF-4691502,SONOLISIB,PICTILISIB,PKI-587,PF-04691502,COPANLISIB,BUPARLISIB,BYL719,GDC-0980,CAL-101,APITOLISIB,OMIPALISIB,PX-866,XL765,GDC-0941,GEDATOLISIB,XL-765,BAY80-6946,GSK2636771,VOXTALISIB,SOPHORETIN,XL147,PI-103
PIK3R5	TH34_1350_S01	v8	v8_TCGA_rollup	BEZ235,BUPARLISIB HYDROCHLORIDE,DACTOLISIB,SF1126,GSK2126458,SF-1126,BKM120,PF-4691502,SONOLISIB,PICTILISIB,PKI-587,PF-04691502,COPANLISIB,BUPARLISIB,BYL719,GDC-0980,APITOLISIB,OMIPALISIB,PX-866,GDC-0941,GEDATOLISIB,XL-765,BAY80-6946,GSK2636771,VOXTALISIB,SOPHORETIN,XL147,PI-103
PILRA	TH34_1350_S01	v8	v8_TCGA_rollup	
PLAC8	TH34_1350_S01	v8	v8_TCGA_rollup	
PLCB2	TH34_1350_S01	v8	v8_TCGA_rollup	
PLEK	TH34_1350_S01	v8	v8_TCGA_rollup	
POU2F2	TH34_1350_S01	v8	v8_TCGA_rollup	
PPP1R15A	TH34_1350_S01	v8	v8_TCGA_rollup	
PPP1R9B	TH34_1350_S01	v8	v8_TCGA_rollup	
PRAM1	TH34_1350_S01	v8	v8_TCGA_rollup	
PRKCB	TH34_1350_S01	v8	v8_TCGA_rollup	SOPHORETIN,ENZASTAURIN
PRR14	TH34_1350_S01	v8	v8_TCGA_rollup	
PRSS57	TH34_1350_S01	v8	v8_TCGA_rollup	
PRTN3	TH34_1350_S01	v8	v8_TCGA_rollup	
PSTPIP1	TH34_1350_S01	v8	v8_TCGA_rollup	
PTGER4	TH34_1350_S01	v8	v8_TCGA_rollup	
PTPN18	TH34_1350_S01	v8	v8_TCGA_rollup	
PTPN6	TH34_1350_S01	v8	v8_TCGA_rollup	
RAB7A	TH34_1350_S01	v8	v8_TCGA_rollup	
RAB8A	TH34_1350_S01	v8	v8_TCGA_rollup	
RAC2	TH34_1350_S01	v8	v8_TCGA_rollup	
RASAL3	TH34_1350_S01	v8	v8_TCGA_rollup	
RASGRP2	TH34_1350_S01	v8	v8_TCGA_rollup	
RASGRP4	TH34_1350_S01	v8	v8_TCGA_rollup	
RCSD1	TH34_1350_S01	v8	v8_TCGA_rollup	
RELT	TH34_1350_S01	v8	v8_TCGA_rollup	
RETN	TH34_1350_S01	v8	v8_TCGA_rollup	
REXO1	TH34_1350_S01	v8	v8_TCGA_rollup	
RGL4	TH34_1350_S01	v8	v8_TCGA_rollup	
RGS19	TH34_1350_S01	v8	v8_TCGA_rollup	
RHOG	TH34_1350_S01	v8	v8_TCGA_rollup	
RIN3	TH34_1350_S01	v8	v8_TCGA_rollup	
RNA5SP216	TH34_1350_S01	v8	v8_TCGA_rollup	
RNASE2	TH34_1350_S01	v8	v8_TCGA_rollup	
RNASE3	TH34_1350_S01	v8	v8_TCGA_rollup	
RNF166	TH34_1350_S01	v8	v8_TCGA_rollup	
ROGDI	TH34_1350_S01	v8	v8_TCGA_rollup	
RP11-362F19.1	TH34_1350_S01	v8	v8_TCGA_rollup	
RP11-3P17.5	TH34_1350_S01	v8	v8_TCGA_rollup	
RP11-478C6.4	TH34_1350_S01	v8	v8_TCGA_rollup	
RP11-750H9.5	TH34_1350_S01	v8	v8_TCGA_rollup	
RP11-802E16.3	TH34_1350_S01	v8	v8_TCGA_rollup	
RP4-669L17.8	TH34_1350_S01	v8	v8_TCGA_rollup	
RP5-1171I10.5	TH34_1350_S01	v8	v8_TCGA_rollup	
RP6-159A1.4	TH34_1350_S01	v8	v8_TCGA_rollup	
S100A12	TH34_1350_S01	v8	v8_TCGA_rollup	
S100A8	TH34_1350_S01	v8	v8_TCGA_rollup	
S1PR4	TH34_1350_S01	v8	v8_TCGA_rollup	
SAP25	TH34_1350_S01	v8	v8_TCGA_rollup	
SASH3	TH34_1350_S01	v8	v8_TCGA_rollup	
SCIMP	TH34_1350_S01	v8	v8_TCGA_rollup	
SECTM1	TH34_1350_S01	v8	v8_TCGA_rollup	
SELL	TH34_1350_S01	v8	v8_TCGA_rollup	
SELPLG	TH34_1350_S01	v8	v8_TCGA_rollup	
SH2B2	TH34_1350_S01	v8	v8_TCGA_rollup	
SH2D3C	TH34_1350_S01	v8	v8_TCGA_rollup	
SH3BGRL3	TH34_1350_S01	v8	v8_TCGA_rollup	
SH3BP2	TH34_1350_S01	v8	v8_TCGA_rollup	
SHKBP1	TH34_1350_S01	v8	v8_TCGA_rollup	
SIDT2	TH34_1350_S01	v8	v8_TCGA_rollup	
SIGLEC10	TH34_1350_S01	v8	v8_TCGA_rollup	
SIGLEC14	TH34_1350_S01	v8	v8_TCGA_rollup	
SIGLEC5	TH34_1350_S01	v8	v8_TCGA_rollup	
SIGLEC7	TH34_1350_S01	v8	v8_TCGA_rollup	
SIGLEC9	TH34_1350_S01	v8	v8_TCGA_rollup	
SIRPB1	TH34_1350_S01	v8	v8_TCGA_rollup	
SLC11A1	TH34_1350_S01	v8	v8_TCGA_rollup	
SLC4A1	TH34_1350_S01	v8	v8_TCGA_rollup	
SLC7A7	TH34_1350_S01	v8	v8_TCGA_rollup	
SMAP2	TH34_1350_S01	v8	v8_TCGA_rollup	
SNAP29	TH34_1350_S01	v8	v8_TCGA_rollup	
SNORD89	TH34_1350_S01	v8	v8_TCGA_rollup	
SNRPGP10	TH34_1350_S01	v8	v8_TCGA_rollup	
SOS1	TH34_1350_S01	v8	v8_TCGA_rollup	
SP110	TH34_1350_S01	v8	v8_TCGA_rollup	
SPI1	TH34_1350_S01	v8	v8_TCGA_rollup	
SPN	TH34_1350_S01	v8	v8_TCGA_rollup	
STK10	TH34_1350_S01	v8	v8_TCGA_rollup	
STX11	TH34_1350_S01	v8	v8_TCGA_rollup	
STXBP2	TH34_1350_S01	v8	v8_TCGA_rollup	
TAGAP	TH34_1350_S01	v8	v8_TCGA_rollup	
TCF7L2	TH34_1350_S01	v8	v8_TCGA_rollup	
THEMIS2	TH34_1350_S01	v8	v8_TCGA_rollup	
TMC8	TH34_1350_S01	v8	v8_TCGA_rollup	
TNFRSF1B	TH34_1350_S01	v8	v8_TCGA_rollup	
TRAF3IP3	TH34_1350_S01	v8	v8_TCGA_rollup	
TSPAN32	TH34_1350_S01	v8	v8_TCGA_rollup	
TYK2	TH34_1350_S01	v8	v8_TCGA_rollup	
TYROBP	TH34_1350_S01	v8	v8_TCGA_rollup	
UBXN11	TH34_1350_S01	v8	v8_TCGA_rollup	
UNC119	TH34_1350_S01	v8	v8_TCGA_rollup	
VSTM1	TH34_1350_S01	v8	v8_TCGA_rollup	
WAS	TH34_1350_S01	v8	v8_TCGA_rollup	
ZAP70	TH34_1350_S01	v8	v8_TCGA_rollup	
ZRSR2	TH34_1350_S01	v8	v8_TCGA_rollup	
ZYX	TH34_1350_S01	v8	v8_TCGA_rollup	
ABI3	TH34_1350_S01	v8	v8_PEDAYA_rollup	
AC009065.4	TH34_1350_S01	v8	v8_PEDAYA_rollup	
AC009950.1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
ADAMTSL4	TH34_1350_S01	v8	v8_PEDAYA_rollup	
AHSP	TH34_1350_S01	v8	v8_PEDAYA_rollup	
AL662801.1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
ALAS2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
AMICA1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
AP003041.1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
APOBEC3A	TH34_1350_S01	v8	v8_PEDAYA_rollup	
APOBR	TH34_1350_S01	v8	v8_PEDAYA_rollup	
AZU1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
BPI	TH34_1350_S01	v8	v8_PEDAYA_rollup	
C11orf21	TH34_1350_S01	v8	v8_PEDAYA_rollup	
C19orf38	TH34_1350_S01	v8	v8_PEDAYA_rollup	
C1orf162	TH34_1350_S01	v8	v8_PEDAYA_rollup	
C5AR1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CA1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CAMP	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CCR1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CD177	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CD300A	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CD300C	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CD300E	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CD300LF	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CD68	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CD8A	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CD8B	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CDA	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CEACAM1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CEACAM3	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CEACAM8	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CFP	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CLEC12A	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CLEC4E	TH34_1350_S01	v8	v8_PEDAYA_rollup	
COL17A1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
COTL1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CTC-251I16.1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CTD-2006K23.1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CTD-2370N5.3	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CTD-3193O13.13	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CTSG	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CX3CR1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
CXCR2P1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
DEDD2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
DEFA1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
DEFA1B	TH34_1350_S01	v8	v8_PEDAYA_rollup	
DEFA3	TH34_1350_S01	v8	v8_PEDAYA_rollup	
DEFA4	TH34_1350_S01	v8	v8_PEDAYA_rollup	
DOK2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
DPEP2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
ELANE	TH34_1350_S01	v8	v8_PEDAYA_rollup	
EPB42	TH34_1350_S01	v8	v8_PEDAYA_rollup	
FCAR	TH34_1350_S01	v8	v8_PEDAYA_rollup	
FCER1G	TH34_1350_S01	v8	v8_PEDAYA_rollup	
FCGR2A	TH34_1350_S01	v8	v8_PEDAYA_rollup	
FCGR2C	TH34_1350_S01	v8	v8_PEDAYA_rollup	
FCGR3A	TH34_1350_S01	v8	v8_PEDAYA_rollup	
FCGR3B	TH34_1350_S01	v8	v8_PEDAYA_rollup	
FCN1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
FGD2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
FGFBP2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
FGL2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
FGR	TH34_1350_S01	v8	v8_PEDAYA_rollup	
FPR1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
GAPT	TH34_1350_S01	v8	v8_PEDAYA_rollup	
GBP5	TH34_1350_S01	v8	v8_PEDAYA_rollup	
GPBAR1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
GYPB	TH34_1350_S01	v8	v8_PEDAYA_rollup	
GZMB	TH34_1350_S01	v8	v8_PEDAYA_rollup	
GZMH	TH34_1350_S01	v8	v8_PEDAYA_rollup	
HBD	TH34_1350_S01	v8	v8_PEDAYA_rollup	
HBG1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
HBM	TH34_1350_S01	v8	v8_PEDAYA_rollup	
HCK	TH34_1350_S01	v8	v8_PEDAYA_rollup	
HK3	TH34_1350_S01	v8	v8_PEDAYA_rollup	
HP	TH34_1350_S01	v8	v8_PEDAYA_rollup	
HSPA7	TH34_1350_S01	v8	v8_PEDAYA_rollup	
IGSF6	TH34_1350_S01	v8	v8_PEDAYA_rollup	
IL10RA	TH34_1350_S01	v8	v8_PEDAYA_rollup	
IL17RA	TH34_1350_S01	v8	v8_PEDAYA_rollup	
ITGAL	TH34_1350_S01	v8	v8_PEDAYA_rollup	
ITGAM	TH34_1350_S01	v8	v8_PEDAYA_rollup	
ITGB2-AS1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
LCN2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
LGALS2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
LILRA1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
LILRA5	TH34_1350_S01	v8	v8_PEDAYA_rollup	
LILRA6	TH34_1350_S01	v8	v8_PEDAYA_rollup	
LILRB1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
LILRB2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
LILRB3	TH34_1350_S01	v8	v8_PEDAYA_rollup	
LINC01272	TH34_1350_S01	v8	v8_PEDAYA_rollup	
LRRC25	TH34_1350_S01	v8	v8_PEDAYA_rollup	
LTF	TH34_1350_S01	v8	v8_PEDAYA_rollup	
MAN2B1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
MARCO	TH34_1350_S01	v8	v8_PEDAYA_rollup	
MCEMP1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
MEFV	TH34_1350_S01	v8	v8_PEDAYA_rollup	
MIR142	TH34_1350_S01	v8	v8_PEDAYA_rollup	
MMP8	TH34_1350_S01	v8	v8_PEDAYA_rollup	
MNDA	TH34_1350_S01	v8	v8_PEDAYA_rollup	
MPEG1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
MPO	TH34_1350_S01	v8	v8_PEDAYA_rollup	
MS4A14	TH34_1350_S01	v8	v8_PEDAYA_rollup	
MS4A3	TH34_1350_S01	v8	v8_PEDAYA_rollup	
MS4A7	TH34_1350_S01	v8	v8_PEDAYA_rollup	
MYD88	TH34_1350_S01	v8	v8_PEDAYA_rollup	Ibrutinib,IBRUTINIB
MYO1F	TH34_1350_S01	v8	v8_PEDAYA_rollup	
NCF1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
NCF1B	TH34_1350_S01	v8	v8_PEDAYA_rollup	
NCF1C	TH34_1350_S01	v8	v8_PEDAYA_rollup	
NCF2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
NEAT1_2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
NFAM1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
NFE2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
NMT1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
OSCAR	TH34_1350_S01	v8	v8_PEDAYA_rollup	
P2RY13	TH34_1350_S01	v8	v8_PEDAYA_rollup	
PADI4	TH34_1350_S01	v8	v8_PEDAYA_rollup	
PGLYRP1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
PILRA	TH34_1350_S01	v8	v8_PEDAYA_rollup	
PLCB2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
PRAM1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
PRF1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
PRKCD	TH34_1350_S01	v8	v8_PEDAYA_rollup	SOPHORETIN
PRSS57	TH34_1350_S01	v8	v8_PEDAYA_rollup	
PRTN3	TH34_1350_S01	v8	v8_PEDAYA_rollup	
PSTPIP2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
PTPN18	TH34_1350_S01	v8	v8_PEDAYA_rollup	
RASGRP4	TH34_1350_S01	v8	v8_PEDAYA_rollup	
RETN	TH34_1350_S01	v8	v8_PEDAYA_rollup	
RGL4	TH34_1350_S01	v8	v8_PEDAYA_rollup	
RNA5SP216	TH34_1350_S01	v8	v8_PEDAYA_rollup	
RNASE2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
RNASE3	TH34_1350_S01	v8	v8_PEDAYA_rollup	
RNF166	TH34_1350_S01	v8	v8_PEDAYA_rollup	
ROGDI	TH34_1350_S01	v8	v8_PEDAYA_rollup	
RP11-362F19.1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
RP11-3P17.5	TH34_1350_S01	v8	v8_PEDAYA_rollup	
RP11-498C9.3	TH34_1350_S01	v8	v8_PEDAYA_rollup	
RP11-750H9.5	TH34_1350_S01	v8	v8_PEDAYA_rollup	
RP4-669L17.8	TH34_1350_S01	v8	v8_PEDAYA_rollup	
RP6-159A1.4	TH34_1350_S01	v8	v8_PEDAYA_rollup	
S100A12	TH34_1350_S01	v8	v8_PEDAYA_rollup	
S100A8	TH34_1350_S01	v8	v8_PEDAYA_rollup	
S100A9	TH34_1350_S01	v8	v8_PEDAYA_rollup	
S100P	TH34_1350_S01	v8	v8_PEDAYA_rollup	
SCIMP	TH34_1350_S01	v8	v8_PEDAYA_rollup	
SECTM1	TH34_1350_S01	v8	v8_PEDAYA_rollup	
SELPLG	TH34_1350_S01	v8	v8_PEDAYA_rollup	
SH3BP2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
SIDT2	TH34_1350_S01	v8	v8_PEDAYA_rollup	
SIGLEC10	TH34_1350_S01	v8	v8_PEDAYA_rollup	
SIGLEC14	TH34_1350_S01	v8	v8_PEDAYA_rollup	
