gene	Sample_ID	compendium_version	rollup_cohort	drugs
CHD6	TH34_1380_S01	v8	pancancer	
CHODL	TH34_1380_S01	v8	pancancer	
CLCN5	TH34_1380_S01	v8	pancancer	
CLK2	TH34_1380_S01	v8	pancancer	
COA4	TH34_1380_S01	v8	pancancer	
COL11A2	TH34_1380_S01	v8	pancancer	
COL21A1	TH34_1380_S01	v8	pancancer	
COL2A1	TH34_1380_S01	v8	pancancer	
COL5A3	TH34_1380_S01	v8	pancancer	
COLCA1	TH34_1380_S01	v8	pancancer	
COX4I2	TH34_1380_S01	v8	pancancer	
CSRNP2	TH34_1380_S01	v8	pancancer	
CSRP2	TH34_1380_S01	v8	pancancer	
CTC-339O9.1	TH34_1380_S01	v8	pancancer	
CTC-575D19.1	TH34_1380_S01	v8	pancancer	
CTD-2228K2.7	TH34_1380_S01	v8	pancancer	
CTD-2297D10.2	TH34_1380_S01	v8	pancancer	
CTD-2521M24.5	TH34_1380_S01	v8	pancancer	
CTD-2545M3.8	TH34_1380_S01	v8	pancancer	
DACT1	TH34_1380_S01	v8	pancancer	
DDX55	TH34_1380_S01	v8	pancancer	
DGCR8	TH34_1380_S01	v8	pancancer	
DGKZ	TH34_1380_S01	v8	pancancer	
DIO3OS	TH34_1380_S01	v8	pancancer	
DIRAS1	TH34_1380_S01	v8	pancancer	
DIS3L2	TH34_1380_S01	v8	pancancer	
DMRT2	TH34_1380_S01	v8	pancancer	
DNM3OS	TH34_1380_S01	v8	pancancer	
DPY19L2	TH34_1380_S01	v8	pancancer	
DUS3L	TH34_1380_S01	v8	pancancer	
EDN3	TH34_1380_S01	v8	pancancer	
EEF2	TH34_1380_S01	v8	pancancer	
EGFLAM	TH34_1380_S01	v8	pancancer	
EIF3G	TH34_1380_S01	v8	pancancer	
ENO3	TH34_1380_S01	v8	pancancer	
FBN3	TH34_1380_S01	v8	pancancer	
FCHSD2	TH34_1380_S01	v8	pancancer	
FMNL3	TH34_1380_S01	v8	pancancer	
FMO1	TH34_1380_S01	v8	pancancer	
FNBP4	TH34_1380_S01	v8	pancancer	
FRMD3	TH34_1380_S01	v8	pancancer	
GABPB1-AS1	TH34_1380_S01	v8	pancancer	
GAS5	TH34_1380_S01	v8	pancancer	
GOLGA8B	TH34_1380_S01	v8	pancancer	
GTPBP3	TH34_1380_S01	v8	pancancer	
GUCY1B3	TH34_1380_S01	v8	pancancer	
GXYLT2	TH34_1380_S01	v8	pancancer	
HES4	TH34_1380_S01	v8	pancancer	
HEY1	TH34_1380_S01	v8	pancancer	
HEY2	TH34_1380_S01	v8	pancancer	
HEYL	TH34_1380_S01	v8	pancancer	
HMGXB3	TH34_1380_S01	v8	pancancer	
HNRNPA1	TH34_1380_S01	v8	pancancer	
HNRNPH1	TH34_1380_S01	v8	pancancer	
HNRNPU-AS1	TH34_1380_S01	v8	pancancer	
HRC	TH34_1380_S01	v8	pancancer	
IGDCC4	TH34_1380_S01	v8	pancancer	
IGF2	TH34_1380_S01	v8	pancancer	CABAZITAXEL,DOCETAXEL,OSI-906 (LINSITINIB)
ILF3	TH34_1380_S01	v8	pancancer	
JAG1	TH34_1380_S01	v8	pancancer	
KCNK2	TH34_1380_S01	v8	pancancer	
KCNK9	TH34_1380_S01	v8	pancancer	
KIAA0907	TH34_1380_S01	v8	pancancer	
KIRREL2	TH34_1380_S01	v8	pancancer	
KLHL14	TH34_1380_S01	v8	pancancer	
KLHL41	TH34_1380_S01	v8	pancancer	
KRBOX1	TH34_1380_S01	v8	pancancer	
LENG8	TH34_1380_S01	v8	pancancer	
LGR5	TH34_1380_S01	v8	pancancer	
LRIG3	TH34_1380_S01	v8	pancancer	
LRRC8D	TH34_1380_S01	v8	pancancer	
LRRN3	TH34_1380_S01	v8	pancancer	
MAN2A1	TH34_1380_S01	v8	pancancer	
MAU2	TH34_1380_S01	v8	pancancer	
MDM4	TH34_1380_S01	v8	pancancer	
MEG3	TH34_1380_S01	v8	pancancer	
MEST	TH34_1380_S01	v8	pancancer	
MICAL1	TH34_1380_S01	v8	pancancer	
MIR503HG	TH34_1380_S01	v8	pancancer	
MUM1	TH34_1380_S01	v8	pancancer	
MUSTN1	TH34_1380_S01	v8	pancancer	
MYL6B	TH34_1380_S01	v8	pancancer	
MYLPF	TH34_1380_S01	v8	pancancer	
MYO19	TH34_1380_S01	v8	pancancer	
MYOM2	TH34_1380_S01	v8	pancancer	
MZF1	TH34_1380_S01	v8	pancancer	
NADK2	TH34_1380_S01	v8	pancancer	
NAP1L1	TH34_1380_S01	v8	pancancer	
NAV1	TH34_1380_S01	v8	pancancer	
NDUFV1	TH34_1380_S01	v8	pancancer	
NEB	TH34_1380_S01	v8	pancancer	
NES	TH34_1380_S01	v8	pancancer	
NNAT	TH34_1380_S01	v8	pancancer	
NOTCH3	TH34_1380_S01	v8	pancancer	REGN421,PF-03084014
NPHS1	TH34_1380_S01	v8	pancancer	
NPPC	TH34_1380_S01	v8	pancancer	
NPY	TH34_1380_S01	v8	pancancer	
NRIP2	TH34_1380_S01	v8	pancancer	
NSUN2	TH34_1380_S01	v8	pancancer	
NTN5	TH34_1380_S01	v8	pancancer	
OBSCN	TH34_1380_S01	v8	pancancer	
ORAOV1	TH34_1380_S01	v8	pancancer	
P2RY11	TH34_1380_S01	v8	pancancer	
PALD1	TH34_1380_S01	v8	pancancer	
PAN2	TH34_1380_S01	v8	pancancer	
PAX7	TH34_1380_S01	v8	pancancer	
PEG3	TH34_1380_S01	v8	pancancer	
PGA3	TH34_1380_S01	v8	pancancer	
PGA4	TH34_1380_S01	v8	pancancer	
PGA5	TH34_1380_S01	v8	pancancer	
PITX2	TH34_1380_S01	v8	pancancer	
PLEKHG2	TH34_1380_S01	v8	pancancer	
PLXNA2	TH34_1380_S01	v8	pancancer	
PNN	TH34_1380_S01	v8	pancancer	
POGK	TH34_1380_S01	v8	pancancer	
POGZ	TH34_1380_S01	v8	pancancer	
POLA2	TH34_1380_S01	v8	pancancer	
POLG2	TH34_1380_S01	v8	pancancer	
POU4F1	TH34_1380_S01	v8	pancancer	
PPP1R12C	TH34_1380_S01	v8	pancancer	
PPP6R3	TH34_1380_S01	v8	pancancer	
PPWD1	TH34_1380_S01	v8	pancancer	
PRKRIR	TH34_1380_S01	v8	pancancer	
PSEN2	TH34_1380_S01	v8	pancancer	
R3HDM2	TH34_1380_S01	v8	pancancer	
RABGGTB	TH34_1380_S01	v8	pancancer	
RAD9A	TH34_1380_S01	v8	pancancer	
RAPSN	TH34_1380_S01	v8	pancancer	
RBM5	TH34_1380_S01	v8	pancancer	
RBMX	TH34_1380_S01	v8	pancancer	
RDH5	TH34_1380_S01	v8	pancancer	
RGS4	TH34_1380_S01	v8	pancancer	
RIF1	TH34_1380_S01	v8	pancancer	
RIMS4	TH34_1380_S01	v8	pancancer	
RNF44	TH34_1380_S01	v8	pancancer	
RNPC3	TH34_1380_S01	v8	pancancer	
RP11-1055B8.4	TH34_1380_S01	v8	pancancer	
RP11-116D17.3	TH34_1380_S01	v8	pancancer	
RP11-1191J2.2	TH34_1380_S01	v8	pancancer	
RP11-188P20.3	TH34_1380_S01	v8	pancancer	
RP11-295P9.3	TH34_1380_S01	v8	pancancer	
RP11-343H5.4	TH34_1380_S01	v8	pancancer	
RP11-394O4.5	TH34_1380_S01	v8	pancancer	
RP11-54O7.17	TH34_1380_S01	v8	pancancer	
RP11-658F2.8	TH34_1380_S01	v8	pancancer	
RP11-734K23.9	TH34_1380_S01	v8	pancancer	
RP11-96L14.7	TH34_1380_S01	v8	pancancer	
RP4-669L17.10	TH34_1380_S01	v8	pancancer	
RP4-765C7.2	TH34_1380_S01	v8	pancancer	
RPL6	TH34_1380_S01	v8	pancancer	
RPS23	TH34_1380_S01	v8	pancancer	
RPS3	TH34_1380_S01	v8	pancancer	
SDHAP1	TH34_1380_S01	v8	pancancer	
SEMA3G	TH34_1380_S01	v8	pancancer	
SEMA6C	TH34_1380_S01	v8	pancancer	
SETDB1	TH34_1380_S01	v8	pancancer	
SFSWAP	TH34_1380_S01	v8	pancancer	
SGCA	TH34_1380_S01	v8	pancancer	
SH2B2	TH34_1380_S01	v8	pancancer	
SLC22A3	TH34_1380_S01	v8	pancancer	
SLC25A3	TH34_1380_S01	v8	pancancer	
SNHG1	TH34_1380_S01	v8	pancancer	
SNHG25	TH34_1380_S01	v8	pancancer	
SNHG4	TH34_1380_S01	v8	pancancer	
SNRK	TH34_1380_S01	v8	pancancer	
SNX21	TH34_1380_S01	v8	pancancer	
SRL	TH34_1380_S01	v8	pancancer	
SRSF6	TH34_1380_S01	v8	pancancer	
STAC3	TH34_1380_S01	v8	pancancer	
SUV420H1	TH34_1380_S01	v8	pancancer	
SUV420H2	TH34_1380_S01	v8	pancancer	
TADA1	TH34_1380_S01	v8	pancancer	
TAF6L	TH34_1380_S01	v8	pancancer	
TCERG1	TH34_1380_S01	v8	pancancer	
TDO2	TH34_1380_S01	v8	pancancer	
TFCP2	TH34_1380_S01	v8	pancancer	
THEM4	TH34_1380_S01	v8	pancancer	
TMEM52	TH34_1380_S01	v8	pancancer	
TNNC2	TH34_1380_S01	v8	pancancer	
TNNI1	TH34_1380_S01	v8	pancancer	
TNNI2	TH34_1380_S01	v8	pancancer	
TNNT2	TH34_1380_S01	v8	pancancer	
TNNT3	TH34_1380_S01	v8	pancancer	
TPCN1	TH34_1380_S01	v8	pancancer	
TRIM45	TH34_1380_S01	v8	pancancer	
TRIO	TH34_1380_S01	v8	pancancer	
TRMT1	TH34_1380_S01	v8	pancancer	
UBR4	TH34_1380_S01	v8	pancancer	
VPS13D	TH34_1380_S01	v8	pancancer	
WDR27	TH34_1380_S01	v8	pancancer	
WSCD1	TH34_1380_S01	v8	pancancer	
ZAP70	TH34_1380_S01	v8	pancancer	
ZIC1	TH34_1380_S01	v8	pancancer	
ZNF266	TH34_1380_S01	v8	pancancer	
ZNF276	TH34_1380_S01	v8	pancancer	
ZNF333	TH34_1380_S01	v8	pancancer	
ZNF496	TH34_1380_S01	v8	pancancer	
ZNF561	TH34_1380_S01	v8	pancancer	
ZNF587	TH34_1380_S01	v8	pancancer	
ACBD6	TH34_1381_S01	v8	pancancer	
ACIN1	TH34_1381_S01	v8	pancancer	
ADAMTS16	TH34_1381_S01	v8	pancancer	
ADAR	TH34_1381_S01	v8	pancancer	
ADCK4	TH34_1381_S01	v8	pancancer	
ADCY2	TH34_1381_S01	v8	pancancer	
ADCYAP1R1	TH34_1381_S01	v8	pancancer	
ADGRA3	TH34_1381_S01	v8	pancancer	
ADGRD1	TH34_1381_S01	v8	pancancer	
ADRA2A	TH34_1381_S01	v8	pancancer	
AHDC1	TH34_1381_S01	v8	pancancer	
AIFM3	TH34_1381_S01	v8	pancancer	
AKAP8L	TH34_1381_S01	v8	pancancer	
ANGEL2	TH34_1381_S01	v8	pancancer	
ANKZF1	TH34_1381_S01	v8	pancancer	
APC2	TH34_1381_S01	v8	pancancer	
APLN	TH34_1381_S01	v8	pancancer	
APLNR	TH34_1381_S01	v8	pancancer	
AQP4	TH34_1381_S01	v8	pancancer	
ARHGEF11	TH34_1381_S01	v8	pancancer	
ARL8A	TH34_1381_S01	v8	pancancer	
ARMC3	TH34_1381_S01	v8	pancancer	
ARNT	TH34_1381_S01	v8	pancancer	
ATAT1	TH34_1381_S01	v8	pancancer	
ATG4B	TH34_1381_S01	v8	pancancer	
ATN1	TH34_1381_S01	v8	pancancer	
ATP1A2	TH34_1381_S01	v8	pancancer	
ATP1B2	TH34_1381_S01	v8	pancancer	
ATP2B4	TH34_1381_S01	v8	pancancer	
BAALC	TH34_1381_S01	v8	pancancer	
BAIAP3	TH34_1381_S01	v8	pancancer	
BCAN	TH34_1381_S01	v8	pancancer	
BCL9	TH34_1381_S01	v8	pancancer	
BOC	TH34_1381_S01	v8	pancancer	
C10orf105	TH34_1381_S01	v8	pancancer	
C1QTNF3	TH34_1381_S01	v8	pancancer	
C1orf194	TH34_1381_S01	v8	pancancer	
C1orf198	TH34_1381_S01	v8	pancancer	
C1orf226	TH34_1381_S01	v8	pancancer	
C1orf35	TH34_1381_S01	v8	pancancer	
C1orf61	TH34_1381_S01	v8	pancancer	
C3orf70	TH34_1381_S01	v8	pancancer	
C5orf49	TH34_1381_S01	v8	pancancer	
C9orf24	TH34_1381_S01	v8	pancancer	
CADM3	TH34_1381_S01	v8	pancancer	
CCDC114	TH34_1381_S01	v8	pancancer	
CCDC130	TH34_1381_S01	v8	pancancer	
CCDC181	TH34_1381_S01	v8	pancancer	
CCDC37	TH34_1381_S01	v8	pancancer	
CCDC40	TH34_1381_S01	v8	pancancer	
CDC42EP4	TH34_1381_S01	v8	pancancer	
CDH23	TH34_1381_S01	v8	pancancer	
CERS1	TH34_1381_S01	v8	pancancer	
CETN2	TH34_1381_S01	v8	pancancer	
CFAP126	TH34_1381_S01	v8	pancancer	
CFAP45	TH34_1381_S01	v8	pancancer	
CHD1L	TH34_1381_S01	v8	pancancer	
CHODL	TH34_1381_S01	v8	pancancer	
CHTOP	TH34_1381_S01	v8	pancancer	
CLASP2	TH34_1381_S01	v8	pancancer	
CLK2	TH34_1381_S01	v8	pancancer	
CNIH2	TH34_1381_S01	v8	pancancer	
CNTN1	TH34_1381_S01	v8	pancancer	
CNTN2	TH34_1381_S01	v8	pancancer	
COG2	TH34_1381_S01	v8	pancancer	
COL27A1	TH34_1381_S01	v8	pancancer	
COL2A1	TH34_1381_S01	v8	pancancer	
COL9A2	TH34_1381_S01	v8	pancancer	
COPA	TH34_1381_S01	v8	pancancer	
CORO2B	TH34_1381_S01	v8	pancancer	
COX20	TH34_1381_S01	v8	pancancer	
CPNE6	TH34_1381_S01	v8	pancancer	
CPSF3L	TH34_1381_S01	v8	pancancer	
CRB1	TH34_1381_S01	v8	pancancer	
CRB2	TH34_1381_S01	v8	pancancer	
CRTC2	TH34_1381_S01	v8	pancancer	
CTD-2297D10.2	TH34_1381_S01	v8	pancancer	
CTNND2	TH34_1381_S01	v8	pancancer	
CYP4F12	TH34_1381_S01	v8	pancancer	
DAW1	TH34_1381_S01	v8	pancancer	
DCAF8	TH34_1381_S01	v8	pancancer	
DCLK2	TH34_1381_S01	v8	pancancer	
DEDD	TH34_1381_S01	v8	pancancer	
DENND4B	TH34_1381_S01	v8	pancancer	
DENND6B	TH34_1381_S01	v8	pancancer	
DFNB31	TH34_1381_S01	v8	pancancer	
DMWD	TH34_1381_S01	v8	pancancer	
DNAH9	TH34_1381_S01	v8	pancancer	
DNER	TH34_1381_S01	v8	pancancer	
DOK5	TH34_1381_S01	v8	pancancer	
DPYSL4	TH34_1381_S01	v8	pancancer	
DPYSL5	TH34_1381_S01	v8	pancancer	
DUSP12	TH34_1381_S01	v8	pancancer	
ECM2	TH34_1381_S01	v8	pancancer	
EFCAB1	TH34_1381_S01	v8	pancancer	
EFCAB2	TH34_1381_S01	v8	pancancer	
EFNB3	TH34_1381_S01	v8	pancancer	
EGLN1	TH34_1381_S01	v8	pancancer	
ELN	TH34_1381_S01	v8	pancancer	
FAM179A	TH34_1381_S01	v8	pancancer	
FAM189A2	TH34_1381_S01	v8	pancancer	
FAM81B	TH34_1381_S01	v8	pancancer	
FEZ1	TH34_1381_S01	v8	pancancer	
FEZ2	TH34_1381_S01	v8	pancancer	
FGFRL1	TH34_1381_S01	v8	pancancer	
FHAD1	TH34_1381_S01	v8	pancancer	
FLNC	TH34_1381_S01	v8	pancancer	
FMN2	TH34_1381_S01	v8	pancancer	
FOXJ1	TH34_1381_S01	v8	pancancer	
GALNS	TH34_1381_S01	v8	pancancer	
GALNT2	TH34_1381_S01	v8	pancancer	
GALNT8	TH34_1381_S01	v8	pancancer	
GAS8	TH34_1381_S01	v8	pancancer	
GDF1	TH34_1381_S01	v8	pancancer	
GDF10	TH34_1381_S01	v8	pancancer	
GDI1	TH34_1381_S01	v8	pancancer	
GDPD2	TH34_1381_S01	v8	pancancer	
GEMIN8	TH34_1381_S01	v8	pancancer	
GFAP	TH34_1381_S01	v8	pancancer	
GGPS1	TH34_1381_S01	v8	pancancer	
GNPAT	TH34_1381_S01	v8	pancancer	
GOLGA8A	TH34_1381_S01	v8	pancancer	
GOLGA8B	TH34_1381_S01	v8	pancancer	
GON4L	TH34_1381_S01	v8	pancancer	
GORASP1	TH34_1381_S01	v8	pancancer	
GPM6A	TH34_1381_S01	v8	pancancer	
GPM6B	TH34_1381_S01	v8	pancancer	
GPR162	TH34_1381_S01	v8	pancancer	
GPR37L1	TH34_1381_S01	v8	pancancer	
GPR89A	TH34_1381_S01	v8	pancancer	
GRAMD2	TH34_1381_S01	v8	pancancer	
GRIA4	TH34_1381_S01	v8	pancancer	
GSTM5	TH34_1381_S01	v8	pancancer	
HAUS7	TH34_1381_S01	v8	pancancer	
HDAC6	TH34_1381_S01	v8	pancancer	
HEPACAM	TH34_1381_S01	v8	pancancer	
HES6	TH34_1381_S01	v8	pancancer	
HIF3A	TH34_1381_S01	v8	pancancer	
HILPDA	TH34_1381_S01	v8	pancancer	
HMGXB3	TH34_1381_S01	v8	pancancer	
HNRNPU-AS1	TH34_1381_S01	v8	pancancer	
HSD17B7	TH34_1381_S01	v8	pancancer	
HSP90B1	TH34_1381_S01	v8	pancancer	
IDUA	TH34_1381_S01	v8	pancancer	
IFT140	TH34_1381_S01	v8	pancancer	
IGSF1	TH34_1381_S01	v8	pancancer	
IL17D	TH34_1381_S01	v8	pancancer	
INTS3	TH34_1381_S01	v8	pancancer	
IPO9	TH34_1381_S01	v8	pancancer	
IQCG	TH34_1381_S01	v8	pancancer	
ITGA7	TH34_1381_S01	v8	pancancer	
ITPKB	TH34_1381_S01	v8	pancancer	
JAM2	TH34_1381_S01	v8	pancancer	
KAT2A	TH34_1381_S01	v8	pancancer	
KCNJ10	TH34_1381_S01	v8	pancancer	
KDM5B	TH34_1381_S01	v8	pancancer	
KIAA0895L	TH34_1381_S01	v8	pancancer	
KIAA0907	TH34_1381_S01	v8	pancancer	
KIF1A	TH34_1381_S01	v8	pancancer	
KIFAP3	TH34_1381_S01	v8	pancancer	
KLHL12	TH34_1381_S01	v8	pancancer	
LAMA1	TH34_1381_S01	v8	pancancer	
LGR6	TH34_1381_S01	v8	pancancer	
LINC00461	TH34_1381_S01	v8	pancancer	
LINC00844	TH34_1381_S01	v8	pancancer	
LINC01158	TH34_1381_S01	v8	pancancer	
LINGO1	TH34_1381_S01	v8	pancancer	
LIX1L	TH34_1381_S01	v8	pancancer	
LLGL1	TH34_1381_S01	v8	pancancer	
LMO3	TH34_1381_S01	v8	pancancer	
LRRC4B	TH34_1381_S01	v8	pancancer	
LRRC71	TH34_1381_S01	v8	pancancer	
LRRN1	TH34_1381_S01	v8	pancancer	
LRRN2	TH34_1381_S01	v8	pancancer	
LSAMP	TH34_1381_S01	v8	pancancer	
LZTR1	TH34_1381_S01	v8	pancancer	
MAB21L2	TH34_1381_S01	v8	pancancer	
MAP6	TH34_1381_S01	v8	pancancer	
MAPK15	TH34_1381_S01	v8	pancancer	
MAPK4	TH34_1381_S01	v8	pancancer	
MAPRE3	TH34_1381_S01	v8	pancancer	
MDM4	TH34_1381_S01	v8	pancancer	
MEIS2	TH34_1381_S01	v8	pancancer	
MIA3	TH34_1381_S01	v8	pancancer	
MLC1	TH34_1381_S01	v8	pancancer	
MLLT6	TH34_1381_S01	v8	pancancer	
MMP17	TH34_1381_S01	v8	pancancer	
MOK	TH34_1381_S01	v8	pancancer	
MOXD1	TH34_1381_S01	v8	pancancer	
MRPS14	TH34_1381_S01	v8	pancancer	
MSH5	TH34_1381_S01	v8	pancancer	
MSTO1	TH34_1381_S01	v8	pancancer	
MSX1	TH34_1381_S01	v8	pancancer	
MTA1	TH34_1381_S01	v8	pancancer	
MTSS1L	TH34_1381_S01	v8	pancancer	
NAV1	TH34_1381_S01	v8	pancancer	
NBPF15	TH34_1381_S01	v8	pancancer	
NCAM1	TH34_1381_S01	v8	pancancer	
NCAN	TH34_1381_S01	v8	pancancer	
NCSTN	TH34_1381_S01	v8	pancancer	
NDUFS2	TH34_1381_S01	v8	pancancer	
NEK11	TH34_1381_S01	v8	pancancer	
NFASC	TH34_1381_S01	v8	pancancer	
NIT1	TH34_1381_S01	v8	pancancer	
NKAIN4	TH34_1381_S01	v8	pancancer	
NLRP1	TH34_1381_S01	v8	pancancer	
NME7	TH34_1381_S01	v8	pancancer	
NNAT	TH34_1381_S01	v8	pancancer	
NOS1AP	TH34_1381_S01	v8	pancancer	
NR2F1	TH34_1381_S01	v8	pancancer	
NRBP2	TH34_1381_S01	v8	pancancer	
NSL1	TH34_1381_S01	v8	pancancer	
NSMF	TH34_1381_S01	v8	pancancer	
NUCKS1	TH34_1381_S01	v8	pancancer	
NUP133	TH34_1381_S01	v8	pancancer	
NVL	TH34_1381_S01	v8	pancancer	
PAQR6	TH34_1381_S01	v8	pancancer	
PAX3	TH34_1381_S01	v8	pancancer	
PAX6	TH34_1381_S01	v8	pancancer	
PDDC1	TH34_1381_S01	v8	pancancer	
PDE4DIP	TH34_1381_S01	v8	pancancer	
PDE8A	TH34_1381_S01	v8	pancancer	
PDZD4	TH34_1381_S01	v8	pancancer	
PDZK1	TH34_1381_S01	v8	pancancer	
PEA15	TH34_1381_S01	v8	pancancer	
PEX19	TH34_1381_S01	v8	pancancer	
PFKFB4	TH34_1381_S01	v8	pancancer	
PGAM2	TH34_1381_S01	v8	pancancer	
PHC1	TH34_1381_S01	v8	pancancer	
PHYHIPL	TH34_1381_S01	v8	pancancer	
PHYKPL	TH34_1381_S01	v8	pancancer	
PI4KAP2	TH34_1381_S01	v8	pancancer	
PI4KB	TH34_1381_S01	v8	pancancer	
PIAS3	TH34_1381_S01	v8	pancancer	
PID1	TH34_1381_S01	v8	pancancer	
PIGC	TH34_1381_S01	v8	pancancer	
PIP5K1A	TH34_1381_S01	v8	pancancer	
PLCD1	TH34_1381_S01	v8	pancancer	
PLD2	TH34_1381_S01	v8	pancancer	
PLEKHG5	TH34_1381_S01	v8	pancancer	
PLXNA2	TH34_1381_S01	v8	pancancer	
PLXNA3	TH34_1381_S01	v8	pancancer	
PMF1	TH34_1381_S01	v8	pancancer	
PNISR	TH34_1381_S01	v8	pancancer	
PNPLA7	TH34_1381_S01	v8	pancancer	
POGZ	TH34_1381_S01	v8	pancancer	
POU3F3	TH34_1381_S01	v8	pancancer	
PPFIA4	TH34_1381_S01	v8	pancancer	
PPOX	TH34_1381_S01	v8	pancancer	
PPP1R12B	TH34_1381_S01	v8	pancancer	
PPP5C	TH34_1381_S01	v8	pancancer	
PRCC	TH34_1381_S01	v8	pancancer	
PRKRIR	TH34_1381_S01	v8	pancancer	
PRPF3	TH34_1381_S01	v8	pancancer	
PRRT2	TH34_1381_S01	v8	pancancer	BRYOSTATIN
PRUNE	TH34_1381_S01	v8	pancancer	
PSD2	TH34_1381_S01	v8	pancancer	
PTPRZ1	TH34_1381_S01	v8	pancancer	
PYCR2	TH34_1381_S01	v8	pancancer	
PYGM	TH34_1381_S01	v8	pancancer	
RABL2A	TH34_1381_S01	v8	pancancer	
RABL2B	TH34_1381_S01	v8	pancancer	
RALGDS	TH34_1381_S01	v8	pancancer	
RBM4B	TH34_1381_S01	v8	pancancer	
RBM5	TH34_1381_S01	v8	pancancer	
RCOR3	TH34_1381_S01	v8	pancancer	
REEP2	TH34_1381_S01	v8	pancancer	
RELN	TH34_1381_S01	v8	pancancer	
RFX4	TH34_1381_S01	v8	pancancer	
RGL1	TH34_1381_S01	v8	pancancer	
RGS11	TH34_1381_S01	v8	pancancer	
RHOBTB2	TH34_1381_S01	v8	pancancer	
RIMKLB	TH34_1381_S01	v8	pancancer	
RMST	TH34_1381_S01	v8	pancancer	
RMST_10	TH34_1381_S01	v8	pancancer	
RNF182	TH34_1381_S01	v8	pancancer	
RNF2	TH34_1381_S01	v8	pancancer	
ROBO3	TH34_1381_S01	v8	pancancer	
RP11-1212A22.1	TH34_1381_S01	v8	pancancer	
RP11-14N7.2	TH34_1381_S01	v8	pancancer	
RP11-263K19.4	TH34_1381_S01	v8	pancancer	
RP11-565P22.6	TH34_1381_S01	v8	pancancer	
RP11-632C17__A.1	TH34_1381_S01	v8	pancancer	
RP11-734K23.9	TH34_1381_S01	v8	pancancer	
RP3-467D16.3	TH34_1381_S01	v8	pancancer	
RSAD1	TH34_1381_S01	v8	pancancer	
RSPO2	TH34_1381_S01	v8	pancancer	
RSPO4	TH34_1381_S01	v8	pancancer	
RTN1	TH34_1381_S01	v8	pancancer	
S100B	TH34_1381_S01	v8	pancancer	
SAP30BP	TH34_1381_S01	v8	pancancer	
SCG2	TH34_1381_S01	v8	pancancer	
SCRIB	TH34_1381_S01	v8	pancancer	
SDC3	TH34_1381_S01	v8	pancancer	
SEMA5B	TH34_1381_S01	v8	pancancer	
SEMA6D	TH34_1381_S01	v8	pancancer	
SEPT3	TH34_1381_S01	v8	pancancer	
SETDB1	TH34_1381_S01	v8	pancancer	
SFI1	TH34_1381_S01	v8	pancancer	
SFXN5	TH34_1381_S01	v8	pancancer	
SH3BP5L	TH34_1381_S01	v8	pancancer	
SIN3B	TH34_1381_S01	v8	pancancer	
SLC1A3	TH34_1381_S01	v8	pancancer	
SLC22A3	TH34_1381_S01	v8	pancancer	
SLC25A44	TH34_1381_S01	v8	pancancer	
SLC38A3	TH34_1381_S01	v8	pancancer	
SLC41A1	TH34_1381_S01	v8	pancancer	
SLC41A3	TH34_1381_S01	v8	pancancer	
SLC4A3	TH34_1381_S01	v8	pancancer	
SLC6A11	TH34_1381_S01	v8	pancancer	
SMG5	TH34_1381_S01	v8	pancancer	
SMG7	TH34_1381_S01	v8	pancancer	
SMOC1	TH34_1381_S01	v8	pancancer	
SMYD3	TH34_1381_S01	v8	pancancer	
SNAP47	TH34_1381_S01	v8	pancancer	
SNAPIN	TH34_1381_S01	v8	pancancer	
SOCS2	TH34_1381_S01	v8	pancancer	
SOX2	TH34_1381_S01	v8	pancancer	
SPA17	TH34_1381_S01	v8	pancancer	
SPAG6	TH34_1381_S01	v8	pancancer	
SPAG8	TH34_1381_S01	v8	pancancer	
SPATA17	TH34_1381_S01	v8	pancancer	
SPPL2B	TH34_1381_S01	v8	pancancer	
SRGAP2	TH34_1381_S01	v8	pancancer	
SRP9	TH34_1381_S01	v8	pancancer	
SSBP3	TH34_1381_S01	v8	pancancer	
ST8SIA1	TH34_1381_S01	v8	pancancer	
STAC2	TH34_1381_S01	v8	pancancer	
STARD3	TH34_1381_S01	v8	pancancer	
STK11IP	TH34_1381_S01	v8	pancancer	
STK36	TH34_1381_S01	v8	pancancer	
STRADA	TH34_1381_S01	v8	pancancer	
STX18	TH34_1381_S01	v8	pancancer	
SUCO	TH34_1381_S01	v8	pancancer	
SYNGAP1	TH34_1381_S01	v8	pancancer	
SYT11	TH34_1381_S01	v8	pancancer	
TADA1	TH34_1381_S01	v8	pancancer	
TAF1C	TH34_1381_S01	v8	pancancer	
TAGLN3	TH34_1381_S01	v8	pancancer	
TARBP1	TH34_1381_S01	v8	pancancer	
TARS2	TH34_1381_S01	v8	pancancer	
TBC1D9B	TH34_1381_S01	v8	pancancer	
TBCE	TH34_1381_S01	v8	pancancer	
TCEAL2	TH34_1381_S01	v8	pancancer	
TCTEX1D1	TH34_1381_S01	v8	pancancer	
TGFB2	TH34_1381_S01	v8	pancancer	
THBS3	TH34_1381_S01	v8	pancancer	
THEM4	TH34_1381_S01	v8	pancancer	
TIMM17A	TH34_1381_S01	v8	pancancer	
TIPRL	TH34_1381_S01	v8	pancancer	
TKTL1	TH34_1381_S01	v8	pancancer	
TMCO1	TH34_1381_S01	v8	pancancer	
TMEM108	TH34_1381_S01	v8	pancancer	
TMEM161B-AS1	TH34_1381_S01	v8	pancancer	
