sample_id	gene	pc_up	pd_up	druggable	has_pathway_support
TH34_1351_S01	ARHGEF1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	CCDC14	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ZSWIM7	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	AC159540.1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	NADK2	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	SETDB1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	WSB1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	MAN2C1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	CDKN2D	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	Y_RNA	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	MUC1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ACIN1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	SAFB	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	CSF3R	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	THOC1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	CXCL17	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	FAM156B	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ADCY6	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	CXCL2	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	GPBP1L1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ELOF1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ORMDL1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	CSAD	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	AL132780.1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	TTC17	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	N4BP2L2	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	SNHG3	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	SERPINA1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	FBP1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	INTS3	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ALDH3A2	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	HP	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	KAT2A	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	FNBP4	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	RPL37	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	CEP95	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	C16orf89	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	SRSF4	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	AP003041.1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	PILRB	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	FAM92A1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	TACSTD2	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ATHL1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	TMEM125	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	DHPS	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	CEACAM6	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	AL662801.1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	KIAA0907	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	WFDC2	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ANAPC5	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	TYRO3	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	IVD	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	PMP22	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	HOPX	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	CDC26	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	SH3YL1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	SAFB2	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	MEF2A	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	STK36	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	CLK2	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	KRT19	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	KRT18	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ACE	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	HDAC6	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	CYP4B1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	KRT7	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	PTN	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	KRT8	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	HPGD	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	EXOSC10	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	RP11-231C14.4	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	SLC34A2	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	F11R	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	MARK3	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	HERC2P3	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ZNF83	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	TARBP1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	COL9A3	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	RPS28	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	MLLT6	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	LAMP3	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	GPR153	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ANKZF1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	SLC17A9	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	LLGL1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	PKD1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	DMTF1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	IGLV3-1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ABCA3	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	C8orf4	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	NEAT1_1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	DCAF15	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	SPG7	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	WASH5P	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	AGR3	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	MAP2K3	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ATP11A	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ELF3	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	TMEM39A	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	SPTBN1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	DDX17	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	CDK10	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	MLLT1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	PHKA2	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	NPIPB3	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	LPCAT1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ADH1B	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ANXA3	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	HOOK2	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ENPP2	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	LRRC1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	CES1	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ATG4B	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	GPRC5A	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	RP11-1212A22.4	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	DUSP12	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	RP11-488L18.4	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	DCAF8	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	PEMT	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	EPN2	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	OGT	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	AGR2	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	CYB5A	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	PON2	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	RABGGTB	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	NDUFS2	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	NKTR	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	ENTPD6	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	MLPH	FALSE	TRUE	FALSE	FALSE
TH34_1351_S01	TIMM44	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SMARCC2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ZCCHC11	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RYK	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	GTF2IP1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	HSPA9	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SRSF10	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SF3B3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	LEMD2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SUPT5H	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RNU6-476P	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ZNF706	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	APBB3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SUMO1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ZC3H13	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	DMPK	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	KDM2A	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SLC35E2B	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ZMYM2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	LARP1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	OSGEP	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	NSRP1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	LARP7	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	NUP93	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	KXD1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	GBA2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CXCL17	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	HNRNPDL	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	MITD1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SNRNP27	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	KLC1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SPPL2B	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	HMGN3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ELAVL1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ODF2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PNISR	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CELF1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RP1-261G23.7	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	MYO18A	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PUM1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	DENND4B	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	XPO1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	FAM92A1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	FBXL19	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	GTF2I	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SMG5	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	MAU2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SENP6	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SENP2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PPP1R10	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RP4-717I23.3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	GART	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	GDI1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SLC39A6	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PSIP1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ZDHHC8	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	DNAJC7	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PSMD11	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ERVK3-1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PLEC	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RPF2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	MYH10	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	DYNC1LI2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ASH2L	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	GLA	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	OTUD5	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SDCCAG3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PELP1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	HGSNAT	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	TAF15	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	MAP4K5	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CDC42SE1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	MSL1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	TMEM259	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CRYZL1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SMC4	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RBM12	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RBM17	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	HERC2P9	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RXRB	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ADGRL1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ALG13	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SREK1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ERO1L	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	TMEM63B	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	TAF1D	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PLCG1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	C16orf58	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	AP1G1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	MGRN1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CTTN	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	HMGB1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ZMYND11	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PSMD3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ERF	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	NGFR	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	TNRC18	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CPSF7	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CPSF6	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	MYOF	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	DDX17	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PMPCB	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	VPS29	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CLIP3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	KLF6	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	NEO1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CNOT3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CNOT2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ZNF644	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	TRIM27	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CBWD3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ARIH2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ITGB6	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	NOLC1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	KPNB1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SRC	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RTN3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ATG4B	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	IRF2BPL	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	VPS52	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CLK2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	TIMM50	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	OR5E1P	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	EXOC7	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	DMWD	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RBMX	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	TPT1-AS1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RABGGTB	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	KIF13A	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	MBD1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SMARCD3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	EWSR1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	MLPH	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SF1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	MARCH7	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	MARCH6	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	HPS1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PRPF3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	EBLN3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	GNL3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	EIF3B	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ARHGEF1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PCF11	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SPIN1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	EIF2B5	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	MRPL32	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RAB5B	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ASNSD1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RAMP3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	NOMO1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	THOC2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	AP3S1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CNOT1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SYNCRIP	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ZC3H11A	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ARID1A	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	DZIP1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	C7orf55-LUC7L2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ELK1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	TIAL1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	MTRR	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	NETO2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	UQCRC2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	POM121C	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	DDX42	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PCED1A	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CYB5R2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SERINC5	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	FUBP3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	FUBP1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ARL4A	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ZSCAN18	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ITIH5	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	KHSRP	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	AP003041.1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	STK25	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CCNK	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PPP1R9B	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	QRICH1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	UBP1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	BUB3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CTBP1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	NASP	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SUPT6H	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PPP5C	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	FBRS	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	GTPBP6	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	TMEM214	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	MSLN	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CREBBP	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	NUDCD2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	HDAC2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PI4KB	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ATM	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	TCERG1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	TPM2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RCOR3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	FABP5	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	EVL	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CBX3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CALCOCO2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RACGAP1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	DNAJB6	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PRPF40A	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	WDR27	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RANBP3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	HNRNPM	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	TRIO	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	DPAGT1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	UGDH	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RABL2A	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	HNRNPAB	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ENO2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	LAMP3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SNORA51	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	TAOK2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PPAN	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SKIV2L2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CDK1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	TCP1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	BABAM1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RNF145	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PKD1P6	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SMN2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PTK2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PHF12	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	GRSF1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	ERCC5	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	MTERF4	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	USP7	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	EZH1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	KIAA0430	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	BAZ2A	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SMARCA1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	TIA1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RERE	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	HDGFRP2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	INPPL1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	DDHD2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	DVL3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	INTS3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PHYKPL	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PTPN18	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	MAT2A	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	RUFY3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	INTS8	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	VCL	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	LSM1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	U2SURP	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CASC3	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	EBF4	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	AP2A1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SGSM2	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	PAPOLA	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	HSPH1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	DPH1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	SLC16A1	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	CUL4A	FALSE	TRUE	FALSE	FALSE
TH34_1352_S01	GPR137	FALSE	TRUE	FALSE	FALSE
