gene	Sample_ID	compendium_version	rollup_cohort
SPRY4-IT1	TH34_1349_S01	v11_polya	TCGA_rollup
SPRY4-IT1_2	TH34_1349_S01	v11_polya	TCGA_rollup
SRRM2	TH34_1349_S01	v11_polya	TCGA_rollup
SRSF5	TH34_1349_S01	v11_polya	TCGA_rollup
ST5	TH34_1349_S01	v11_polya	TCGA_rollup
STIM2	TH34_1349_S01	v11_polya	TCGA_rollup
STX11	TH34_1349_S01	v11_polya	TCGA_rollup
SUN1	TH34_1349_S01	v11_polya	TCGA_rollup
SV2A	TH34_1349_S01	v11_polya	TCGA_rollup
SYNGAP1	TH34_1349_S01	v11_polya	TCGA_rollup
SYNM	TH34_1349_S01	v11_polya	TCGA_rollup
TAPBPL	TH34_1349_S01	v11_polya	TCGA_rollup
TBL1X	TH34_1349_S01	v11_polya	TCGA_rollup
TECPR2	TH34_1349_S01	v11_polya	TCGA_rollup
TMEM132C	TH34_1349_S01	v11_polya	TCGA_rollup
TMEM14C	TH34_1349_S01	v11_polya	TCGA_rollup
TMEM30A	TH34_1349_S01	v11_polya	TCGA_rollup
TMEM59L	TH34_1349_S01	v11_polya	TCGA_rollup
TPBG	TH34_1349_S01	v11_polya	TCGA_rollup
TSC22D4	TH34_1349_S01	v11_polya	TCGA_rollup
TSPYL2	TH34_1349_S01	v11_polya	TCGA_rollup
TTC1	TH34_1349_S01	v11_polya	TCGA_rollup
UBA7	TH34_1349_S01	v11_polya	TCGA_rollup
WWC3	TH34_1349_S01	v11_polya	TCGA_rollup
Y_RNA	TH34_1349_S01	v11_polya	TCGA_rollup
ZFR2	TH34_1349_S01	v11_polya	TCGA_rollup
ZNF711	TH34_1349_S01	v11_polya	TCGA_rollup
ZSWIM6	TH34_1349_S01	v11_polya	TCGA_rollup
ABCC4	TH34_1349_S02	v11_polya	TCGA_rollup
AC004540.4	TH34_1349_S02	v11_polya	TCGA_rollup
ACACB	TH34_1349_S02	v11_polya	TCGA_rollup
ACAD11	TH34_1349_S02	v11_polya	TCGA_rollup
ACSM2A	TH34_1349_S02	v11_polya	TCGA_rollup
ACSM2B	TH34_1349_S02	v11_polya	TCGA_rollup
ADGRA2	TH34_1349_S02	v11_polya	TCGA_rollup
ADH1A	TH34_1349_S02	v11_polya	TCGA_rollup
ADH1B	TH34_1349_S02	v11_polya	TCGA_rollup
ADH1C	TH34_1349_S02	v11_polya	TCGA_rollup
ADH4	TH34_1349_S02	v11_polya	TCGA_rollup
ADH6	TH34_1349_S02	v11_polya	TCGA_rollup
AFMID	TH34_1349_S02	v11_polya	TCGA_rollup
AGFG2	TH34_1349_S02	v11_polya	TCGA_rollup
AGXT	TH34_1349_S02	v11_polya	TCGA_rollup
AHSG	TH34_1349_S02	v11_polya	TCGA_rollup
AL442127.1	TH34_1349_S02	v11_polya	TCGA_rollup
AL603831.1	TH34_1349_S02	v11_polya	TCGA_rollup
AL662801.1	TH34_1349_S02	v11_polya	TCGA_rollup
ALB	TH34_1349_S02	v11_polya	TCGA_rollup
ALDOB	TH34_1349_S02	v11_polya	TCGA_rollup
AMBP	TH34_1349_S02	v11_polya	TCGA_rollup
AMPD3	TH34_1349_S02	v11_polya	TCGA_rollup
ANGPTL3	TH34_1349_S02	v11_polya	TCGA_rollup
ANKS1A	TH34_1349_S02	v11_polya	TCGA_rollup
AOX1	TH34_1349_S02	v11_polya	TCGA_rollup
AP003041.1	TH34_1349_S02	v11_polya	TCGA_rollup
APCS	TH34_1349_S02	v11_polya	TCGA_rollup
APOA1	TH34_1349_S02	v11_polya	TCGA_rollup
APOA2	TH34_1349_S02	v11_polya	TCGA_rollup
APOB	TH34_1349_S02	v11_polya	TCGA_rollup
APOC1P1	TH34_1349_S02	v11_polya	TCGA_rollup
APOC3	TH34_1349_S02	v11_polya	TCGA_rollup
APOC4	TH34_1349_S02	v11_polya	TCGA_rollup
APOC4-APOC2	TH34_1349_S02	v11_polya	TCGA_rollup
APOH	TH34_1349_S02	v11_polya	TCGA_rollup
APOM	TH34_1349_S02	v11_polya	TCGA_rollup
AQP9	TH34_1349_S02	v11_polya	TCGA_rollup
ARG1	TH34_1349_S02	v11_polya	TCGA_rollup
ARSB	TH34_1349_S02	v11_polya	TCGA_rollup
ASGR1	TH34_1349_S02	v11_polya	TCGA_rollup
ASGR2	TH34_1349_S02	v11_polya	TCGA_rollup
ASIC3	TH34_1349_S02	v11_polya	TCGA_rollup
BAAT	TH34_1349_S02	v11_polya	TCGA_rollup
BARX1	TH34_1349_S02	v11_polya	TCGA_rollup
BHMT	TH34_1349_S02	v11_polya	TCGA_rollup
BMPR1A	TH34_1349_S02	v11_polya	TCGA_rollup
C1QL1	TH34_1349_S02	v11_polya	TCGA_rollup
C4BPA	TH34_1349_S02	v11_polya	TCGA_rollup
C4BPB	TH34_1349_S02	v11_polya	TCGA_rollup
C6	TH34_1349_S02	v11_polya	TCGA_rollup
C8A	TH34_1349_S02	v11_polya	TCGA_rollup
C8B	TH34_1349_S02	v11_polya	TCGA_rollup
C8G	TH34_1349_S02	v11_polya	TCGA_rollup
C9	TH34_1349_S02	v11_polya	TCGA_rollup
CCKBR	TH34_1349_S02	v11_polya	TCGA_rollup
CD34	TH34_1349_S02	v11_polya	TCGA_rollup
CDC42EP2	TH34_1349_S02	v11_polya	TCGA_rollup
CDK20	TH34_1349_S02	v11_polya	TCGA_rollup
CEND1	TH34_1349_S02	v11_polya	TCGA_rollup
CFHR1	TH34_1349_S02	v11_polya	TCGA_rollup
CFHR2	TH34_1349_S02	v11_polya	TCGA_rollup
CFHR3	TH34_1349_S02	v11_polya	TCGA_rollup
CHN2	TH34_1349_S02	v11_polya	TCGA_rollup
CLASP2	TH34_1349_S02	v11_polya	TCGA_rollup
CLEC11A	TH34_1349_S02	v11_polya	TCGA_rollup
COL13A1	TH34_1349_S02	v11_polya	TCGA_rollup
CPB2	TH34_1349_S02	v11_polya	TCGA_rollup
CPED1	TH34_1349_S02	v11_polya	TCGA_rollup
CPS1	TH34_1349_S02	v11_polya	TCGA_rollup
CRMP1	TH34_1349_S02	v11_polya	TCGA_rollup
CTC-251I16.1	TH34_1349_S02	v11_polya	TCGA_rollup
CTD-3064M3.3	TH34_1349_S02	v11_polya	TCGA_rollup
CTD-3064M3.7	TH34_1349_S02	v11_polya	TCGA_rollup
CTDSPL	TH34_1349_S02	v11_polya	TCGA_rollup
CYP1A2	TH34_1349_S02	v11_polya	TCGA_rollup
CYP2A6	TH34_1349_S02	v11_polya	TCGA_rollup
CYP2B6	TH34_1349_S02	v11_polya	TCGA_rollup
CYP2C8	TH34_1349_S02	v11_polya	TCGA_rollup
CYP2C9	TH34_1349_S02	v11_polya	TCGA_rollup
CYP2E1	TH34_1349_S02	v11_polya	TCGA_rollup
CYP3A4	TH34_1349_S02	v11_polya	TCGA_rollup
CYP3A7	TH34_1349_S02	v11_polya	TCGA_rollup
CYP4A11	TH34_1349_S02	v11_polya	TCGA_rollup
CYP4A22	TH34_1349_S02	v11_polya	TCGA_rollup
DAB2IP	TH34_1349_S02	v11_polya	TCGA_rollup
DACT1	TH34_1349_S02	v11_polya	TCGA_rollup
DDX5	TH34_1349_S02	v11_polya	TCGA_rollup
DOCK6	TH34_1349_S02	v11_polya	TCGA_rollup
DPH1	TH34_1349_S02	v11_polya	TCGA_rollup
DPP10	TH34_1349_S02	v11_polya	TCGA_rollup
DPY19L4	TH34_1349_S02	v11_polya	TCGA_rollup
EDN3	TH34_1349_S02	v11_polya	TCGA_rollup
ETV1	TH34_1349_S02	v11_polya	TCGA_rollup
F2	TH34_1349_S02	v11_polya	TCGA_rollup
F2RL2	TH34_1349_S02	v11_polya	TCGA_rollup
FABP1	TH34_1349_S02	v11_polya	TCGA_rollup
FAM160A2	TH34_1349_S02	v11_polya	TCGA_rollup
FBXO9	TH34_1349_S02	v11_polya	TCGA_rollup
FCN3	TH34_1349_S02	v11_polya	TCGA_rollup
FENDRR	TH34_1349_S02	v11_polya	TCGA_rollup
FGA	TH34_1349_S02	v11_polya	TCGA_rollup
FGB	TH34_1349_S02	v11_polya	TCGA_rollup
FGD5	TH34_1349_S02	v11_polya	TCGA_rollup
FGF4	TH34_1349_S02	v11_polya	TCGA_rollup
FGG	TH34_1349_S02	v11_polya	TCGA_rollup
FGL1	TH34_1349_S02	v11_polya	TCGA_rollup
FGL2	TH34_1349_S02	v11_polya	TCGA_rollup
FLCN	TH34_1349_S02	v11_polya	TCGA_rollup
FMO3	TH34_1349_S02	v11_polya	TCGA_rollup
FOXF1	TH34_1349_S02	v11_polya	TCGA_rollup
FTCD	TH34_1349_S02	v11_polya	TCGA_rollup
G6PC	TH34_1349_S02	v11_polya	TCGA_rollup
GALT	TH34_1349_S02	v11_polya	TCGA_rollup
GC	TH34_1349_S02	v11_polya	TCGA_rollup
GFRA1	TH34_1349_S02	v11_polya	TCGA_rollup
GLYAT	TH34_1349_S02	v11_polya	TCGA_rollup
GLYATL1	TH34_1349_S02	v11_polya	TCGA_rollup
GPR162	TH34_1349_S02	v11_polya	TCGA_rollup
GPR20	TH34_1349_S02	v11_polya	TCGA_rollup
GPR52	TH34_1349_S02	v11_polya	TCGA_rollup
GRAMD3	TH34_1349_S02	v11_polya	TCGA_rollup
GSTA2	TH34_1349_S02	v11_polya	TCGA_rollup
HAMP	TH34_1349_S02	v11_polya	TCGA_rollup
HAND2	TH34_1349_S02	v11_polya	TCGA_rollup
HAND2-AS1	TH34_1349_S02	v11_polya	TCGA_rollup
HAO2	TH34_1349_S02	v11_polya	TCGA_rollup
HERC2P2	TH34_1349_S02	v11_polya	TCGA_rollup
HGFAC	TH34_1349_S02	v11_polya	TCGA_rollup
HIC1	TH34_1349_S02	v11_polya	TCGA_rollup
HOXA3	TH34_1349_S02	v11_polya	TCGA_rollup
HOXA4	TH34_1349_S02	v11_polya	TCGA_rollup
HOXA5	TH34_1349_S02	v11_polya	TCGA_rollup
HOXB3	TH34_1349_S02	v11_polya	TCGA_rollup
HP	TH34_1349_S02	v11_polya	TCGA_rollup
HPD	TH34_1349_S02	v11_polya	TCGA_rollup
HPR	TH34_1349_S02	v11_polya	TCGA_rollup
HPX	TH34_1349_S02	v11_polya	TCGA_rollup
HRG	TH34_1349_S02	v11_polya	TCGA_rollup
HRH2	TH34_1349_S02	v11_polya	TCGA_rollup
HSD11B1	TH34_1349_S02	v11_polya	TCGA_rollup
HSD17B6	TH34_1349_S02	v11_polya	TCGA_rollup
HULC	TH34_1349_S02	v11_polya	TCGA_rollup
IFT57	TH34_1349_S02	v11_polya	TCGA_rollup
IGF2	TH34_1349_S02	v11_polya	TCGA_rollup
IGFBP1	TH34_1349_S02	v11_polya	TCGA_rollup
IL11RA	TH34_1349_S02	v11_polya	TCGA_rollup
INPPL1	TH34_1349_S02	v11_polya	TCGA_rollup
ITGA10	TH34_1349_S02	v11_polya	TCGA_rollup
ITIH1	TH34_1349_S02	v11_polya	TCGA_rollup
ITIH2	TH34_1349_S02	v11_polya	TCGA_rollup
ITIH3	TH34_1349_S02	v11_polya	TCGA_rollup
ITIH4	TH34_1349_S02	v11_polya	TCGA_rollup
KANK2	TH34_1349_S02	v11_polya	TCGA_rollup
KCNK3	TH34_1349_S02	v11_polya	TCGA_rollup
KCTD12	TH34_1349_S02	v11_polya	TCGA_rollup
KIF21B	TH34_1349_S02	v11_polya	TCGA_rollup
KIT	TH34_1349_S02	v11_polya	TCGA_rollup
KNG1	TH34_1349_S02	v11_polya	TCGA_rollup
LGI4	TH34_1349_S02	v11_polya	TCGA_rollup
LMO2	TH34_1349_S02	v11_polya	TCGA_rollup
LRRC4B	TH34_1349_S02	v11_polya	TCGA_rollup
LSAMP	TH34_1349_S02	v11_polya	TCGA_rollup
LSS	TH34_1349_S02	v11_polya	TCGA_rollup
LTBP4	TH34_1349_S02	v11_polya	TCGA_rollup
MASP2	TH34_1349_S02	v11_polya	TCGA_rollup
MAT1A	TH34_1349_S02	v11_polya	TCGA_rollup
MEIS1	TH34_1349_S02	v11_polya	TCGA_rollup
MFAP4	TH34_1349_S02	v11_polya	TCGA_rollup
MIR143HG	TH34_1349_S02	v11_polya	TCGA_rollup
NBPF11	TH34_1349_S02	v11_polya	TCGA_rollup
NEFL	TH34_1349_S02	v11_polya	TCGA_rollup
NELL1	TH34_1349_S02	v11_polya	TCGA_rollup
NEXN	TH34_1349_S02	v11_polya	TCGA_rollup
NINL	TH34_1349_S02	v11_polya	TCGA_rollup
NKX3-2	TH34_1349_S02	v11_polya	TCGA_rollup
NLGN4Y	TH34_1349_S02	v11_polya	TCGA_rollup
OBSCN	TH34_1349_S02	v11_polya	TCGA_rollup
ORM1	TH34_1349_S02	v11_polya	TCGA_rollup
ORM2	TH34_1349_S02	v11_polya	TCGA_rollup
PAH	TH34_1349_S02	v11_polya	TCGA_rollup
PCK1	TH34_1349_S02	v11_polya	TCGA_rollup
PDE1A	TH34_1349_S02	v11_polya	TCGA_rollup
PDE3A	TH34_1349_S02	v11_polya	TCGA_rollup
PDE8A	TH34_1349_S02	v11_polya	TCGA_rollup
PGM5	TH34_1349_S02	v11_polya	TCGA_rollup
PIDD1	TH34_1349_S02	v11_polya	TCGA_rollup
PIP4K2A	TH34_1349_S02	v11_polya	TCGA_rollup
PKD1	TH34_1349_S02	v11_polya	TCGA_rollup
PLAGL1	TH34_1349_S02	v11_polya	TCGA_rollup
PLAT	TH34_1349_S02	v11_polya	TCGA_rollup
PLG	TH34_1349_S02	v11_polya	TCGA_rollup
PNISR	TH34_1349_S02	v11_polya	TCGA_rollup
PON1	TH34_1349_S02	v11_polya	TCGA_rollup
PRKAR2B	TH34_1349_S02	v11_polya	TCGA_rollup
PRKCQ	TH34_1349_S02	v11_polya	TCGA_rollup
PRKCQ-AS1	TH34_1349_S02	v11_polya	TCGA_rollup
PROC	TH34_1349_S02	v11_polya	TCGA_rollup
PRRT2	TH34_1349_S02	v11_polya	TCGA_rollup
PTCH1	TH34_1349_S02	v11_polya	TCGA_rollup
PTGIS	TH34_1349_S02	v11_polya	TCGA_rollup
PTH1R	TH34_1349_S02	v11_polya	TCGA_rollup
PTP4A3	TH34_1349_S02	v11_polya	TCGA_rollup
PTPN12	TH34_1349_S02	v11_polya	TCGA_rollup
PWWP2A	TH34_1349_S02	v11_polya	TCGA_rollup
RAB28	TH34_1349_S02	v11_polya	TCGA_rollup
RABGAP1L	TH34_1349_S02	v11_polya	TCGA_rollup
RASGEF1B	TH34_1349_S02	v11_polya	TCGA_rollup
RASSF2	TH34_1349_S02	v11_polya	TCGA_rollup
RBP4	TH34_1349_S02	v11_polya	TCGA_rollup
REEP1	TH34_1349_S02	v11_polya	TCGA_rollup
REEP2	TH34_1349_S02	v11_polya	TCGA_rollup
RELN	TH34_1349_S02	v11_polya	TCGA_rollup
RGS2	TH34_1349_S02	v11_polya	TCGA_rollup
RGS4	TH34_1349_S02	v11_polya	TCGA_rollup
RGS7BP	TH34_1349_S02	v11_polya	TCGA_rollup
RNA5SP216	TH34_1349_S02	v11_polya	TCGA_rollup
RNPC3	TH34_1349_S02	v11_polya	TCGA_rollup
RNU1-70P	TH34_1349_S02	v11_polya	TCGA_rollup
RP11-323N12.5	TH34_1349_S02	v11_polya	TCGA_rollup
RP11-384F7.2	TH34_1349_S02	v11_polya	TCGA_rollup
RP11-394O4.5	TH34_1349_S02	v11_polya	TCGA_rollup
RP11-611O2.3	TH34_1349_S02	v11_polya	TCGA_rollup
RP11-626H12.1	TH34_1349_S02	v11_polya	TCGA_rollup
RP11-693N9.2	TH34_1349_S02	v11_polya	TCGA_rollup
RP11-809N8.5	TH34_1349_S02	v11_polya	TCGA_rollup
SAA4	TH34_1349_S02	v11_polya	TCGA_rollup
SERPINA11	TH34_1349_S02	v11_polya	TCGA_rollup
SERPINA4	TH34_1349_S02	v11_polya	TCGA_rollup
SERPINA6	TH34_1349_S02	v11_polya	TCGA_rollup
SERPINC1	TH34_1349_S02	v11_polya	TCGA_rollup
SERPIND1	TH34_1349_S02	v11_polya	TCGA_rollup
SERPINF2	TH34_1349_S02	v11_polya	TCGA_rollup
SERTAD4	TH34_1349_S02	v11_polya	TCGA_rollup
SFRP1	TH34_1349_S02	v11_polya	TCGA_rollup
SIX2	TH34_1349_S02	v11_polya	TCGA_rollup
SLC12A2	TH34_1349_S02	v11_polya	TCGA_rollup
SLC13A5	TH34_1349_S02	v11_polya	TCGA_rollup
SLC22A1	TH34_1349_S02	v11_polya	TCGA_rollup
SLC25A27	TH34_1349_S02	v11_polya	TCGA_rollup
SLC25A47	TH34_1349_S02	v11_polya	TCGA_rollup
SLC2A2	TH34_1349_S02	v11_polya	TCGA_rollup
SMTN	TH34_1349_S02	v11_polya	TCGA_rollup
SMYD4	TH34_1349_S02	v11_polya	TCGA_rollup
SPRY4	TH34_1349_S02	v11_polya	TCGA_rollup
SPRY4-IT1_2	TH34_1349_S02	v11_polya	TCGA_rollup
SRSF5	TH34_1349_S02	v11_polya	TCGA_rollup
ST5	TH34_1349_S02	v11_polya	TCGA_rollup
STIM2	TH34_1349_S02	v11_polya	TCGA_rollup
SULT2A1	TH34_1349_S02	v11_polya	TCGA_rollup
SYNGAP1	TH34_1349_S02	v11_polya	TCGA_rollup
SYNM	TH34_1349_S02	v11_polya	TCGA_rollup
TAPBPL	TH34_1349_S02	v11_polya	TCGA_rollup
TAT	TH34_1349_S02	v11_polya	TCGA_rollup
TF	TH34_1349_S02	v11_polya	TCGA_rollup
TFR2	TH34_1349_S02	v11_polya	TCGA_rollup
TM4SF4	TH34_1349_S02	v11_polya	TCGA_rollup
TMEM30A	TH34_1349_S02	v11_polya	TCGA_rollup
TMEM59L	TH34_1349_S02	v11_polya	TCGA_rollup
TPBG	TH34_1349_S02	v11_polya	TCGA_rollup
TSC22D4	TH34_1349_S02	v11_polya	TCGA_rollup
TTC1	TH34_1349_S02	v11_polya	TCGA_rollup
TTR	TH34_1349_S02	v11_polya	TCGA_rollup
UGT1A1	TH34_1349_S02	v11_polya	TCGA_rollup
UGT2B4	TH34_1349_S02	v11_polya	TCGA_rollup
UGT2B7	TH34_1349_S02	v11_polya	TCGA_rollup
VTN	TH34_1349_S02	v11_polya	TCGA_rollup
Y_RNA	TH34_1349_S02	v11_polya	TCGA_rollup
ZMAT3	TH34_1349_S02	v11_polya	TCGA_rollup
ZNF711	TH34_1349_S02	v11_polya	TCGA_rollup
ZSWIM6	TH34_1349_S02	v11_polya	TCGA_rollup
ABI3	TH34_1350_S01	v11_polya	TCGA_rollup
AC009950.1	TH34_1350_S01	v11_polya	TCGA_rollup
AC138035.2	TH34_1350_S01	v11_polya	TCGA_rollup
ACAP1	TH34_1350_S01	v11_polya	TCGA_rollup
ACRBP	TH34_1350_S01	v11_polya	TCGA_rollup
ADGRE2	TH34_1350_S01	v11_polya	TCGA_rollup
ADRBK1	TH34_1350_S01	v11_polya	TCGA_rollup
AHSP	TH34_1350_S01	v11_polya	TCGA_rollup
AKNA	TH34_1350_S01	v11_polya	TCGA_rollup
AL662801.1	TH34_1350_S01	v11_polya	TCGA_rollup
ALAS2	TH34_1350_S01	v11_polya	TCGA_rollup
ALOX5	TH34_1350_S01	v11_polya	TCGA_rollup
AMICA1	TH34_1350_S01	v11_polya	TCGA_rollup
AMPD2	TH34_1350_S01	v11_polya	TCGA_rollup
ANKRD13D	TH34_1350_S01	v11_polya	TCGA_rollup
AOAH	TH34_1350_S01	v11_polya	TCGA_rollup
AP003041.1	TH34_1350_S01	v11_polya	TCGA_rollup
APOBEC3A	TH34_1350_S01	v11_polya	TCGA_rollup
APOBR	TH34_1350_S01	v11_polya	TCGA_rollup
ARAP1	TH34_1350_S01	v11_polya	TCGA_rollup
ARHGAP17	TH34_1350_S01	v11_polya	TCGA_rollup
ARHGAP27	TH34_1350_S01	v11_polya	TCGA_rollup
ARHGAP30	TH34_1350_S01	v11_polya	TCGA_rollup
ARHGAP4	TH34_1350_S01	v11_polya	TCGA_rollup
ARHGAP9	TH34_1350_S01	v11_polya	TCGA_rollup
ARHGDIB	TH34_1350_S01	v11_polya	TCGA_rollup
ARHGEF1	TH34_1350_S01	v11_polya	TCGA_rollup
ARID3A	TH34_1350_S01	v11_polya	TCGA_rollup
ARL8A	TH34_1350_S01	v11_polya	TCGA_rollup
ARRB2	TH34_1350_S01	v11_polya	TCGA_rollup
ATG16L2	TH34_1350_S01	v11_polya	TCGA_rollup
ATP6V0C	TH34_1350_S01	v11_polya	TCGA_rollup
AZU1	TH34_1350_S01	v11_polya	TCGA_rollup
BIN2	TH34_1350_S01	v11_polya	TCGA_rollup
BPI	TH34_1350_S01	v11_polya	TCGA_rollup
BST1	TH34_1350_S01	v11_polya	TCGA_rollup
BTK	TH34_1350_S01	v11_polya	TCGA_rollup
C10orf54	TH34_1350_S01	v11_polya	TCGA_rollup
C11orf21	TH34_1350_S01	v11_polya	TCGA_rollup
C15orf39	TH34_1350_S01	v11_polya	TCGA_rollup
C19orf38	TH34_1350_S01	v11_polya	TCGA_rollup
C1orf162	TH34_1350_S01	v11_polya	TCGA_rollup
C1orf228	TH34_1350_S01	v11_polya	TCGA_rollup
C2CD2L	TH34_1350_S01	v11_polya	TCGA_rollup
C5AR1	TH34_1350_S01	v11_polya	TCGA_rollup
CA1	TH34_1350_S01	v11_polya	TCGA_rollup
CAMP	TH34_1350_S01	v11_polya	TCGA_rollup
CAMTA2	TH34_1350_S01	v11_polya	TCGA_rollup
CBFA2T3	TH34_1350_S01	v11_polya	TCGA_rollup
CCDC88B	TH34_1350_S01	v11_polya	TCGA_rollup
CCL3L3	TH34_1350_S01	v11_polya	TCGA_rollup
CCR1	TH34_1350_S01	v11_polya	TCGA_rollup
CD177	TH34_1350_S01	v11_polya	TCGA_rollup
CD300A	TH34_1350_S01	v11_polya	TCGA_rollup
CD300C	TH34_1350_S01	v11_polya	TCGA_rollup
CD300E	TH34_1350_S01	v11_polya	TCGA_rollup
CD300LF	TH34_1350_S01	v11_polya	TCGA_rollup
CD33	TH34_1350_S01	v11_polya	TCGA_rollup
CD37	TH34_1350_S01	v11_polya	TCGA_rollup
CD52	TH34_1350_S01	v11_polya	TCGA_rollup
CD6	TH34_1350_S01	v11_polya	TCGA_rollup
CD68	TH34_1350_S01	v11_polya	TCGA_rollup
CDA	TH34_1350_S01	v11_polya	TCGA_rollup
CEACAM3	TH34_1350_S01	v11_polya	TCGA_rollup
CEACAM8	TH34_1350_S01	v11_polya	TCGA_rollup
CECR1	TH34_1350_S01	v11_polya	TCGA_rollup
CFP	TH34_1350_S01	v11_polya	TCGA_rollup
CHKB-CPT1B	TH34_1350_S01	v11_polya	TCGA_rollup
CLEC12A	TH34_1350_S01	v11_polya	TCGA_rollup
CLEC4E	TH34_1350_S01	v11_polya	TCGA_rollup
CLK3	TH34_1350_S01	v11_polya	TCGA_rollup
CORO1A	TH34_1350_S01	v11_polya	TCGA_rollup
CORO7	TH34_1350_S01	v11_polya	TCGA_rollup
COTL1	TH34_1350_S01	v11_polya	TCGA_rollup
CRTC2	TH34_1350_S01	v11_polya	TCGA_rollup
CSF2RB	TH34_1350_S01	v11_polya	TCGA_rollup
CSF3R	TH34_1350_S01	v11_polya	TCGA_rollup
CSK	TH34_1350_S01	v11_polya	TCGA_rollup
CSNK1G2	TH34_1350_S01	v11_polya	TCGA_rollup
CST7	TH34_1350_S01	v11_polya	TCGA_rollup
CTC-251I16.1	TH34_1350_S01	v11_polya	TCGA_rollup
CTD-2006K23.1	TH34_1350_S01	v11_polya	TCGA_rollup
CTD-2370N5.3	TH34_1350_S01	v11_polya	TCGA_rollup
CTD-3193O13.13	TH34_1350_S01	v11_polya	TCGA_rollup
CTSG	TH34_1350_S01	v11_polya	TCGA_rollup
CX3CR1	TH34_1350_S01	v11_polya	TCGA_rollup
CXCR2P1	TH34_1350_S01	v11_polya	TCGA_rollup
CYTH4	TH34_1350_S01	v11_polya	TCGA_rollup
DEDD2	TH34_1350_S01	v11_polya	TCGA_rollup
DEFA1	TH34_1350_S01	v11_polya	TCGA_rollup
DEFA1B	TH34_1350_S01	v11_polya	TCGA_rollup
DEFA3	TH34_1350_S01	v11_polya	TCGA_rollup
DEFA4	TH34_1350_S01	v11_polya	TCGA_rollup
DENND4B	TH34_1350_S01	v11_polya	TCGA_rollup
DGKZ	TH34_1350_S01	v11_polya	TCGA_rollup
DOCK2	TH34_1350_S01	v11_polya	TCGA_rollup
DOCK5	TH34_1350_S01	v11_polya	TCGA_rollup
DOK2	TH34_1350_S01	v11_polya	TCGA_rollup
DOK3	TH34_1350_S01	v11_polya	TCGA_rollup
DPEP2	TH34_1350_S01	v11_polya	TCGA_rollup
ELANE	TH34_1350_S01	v11_polya	TCGA_rollup
EPB42	TH34_1350_S01	v11_polya	TCGA_rollup
EVI2B	TH34_1350_S01	v11_polya	TCGA_rollup
FAM133B	TH34_1350_S01	v11_polya	TCGA_rollup
FAM193B	TH34_1350_S01	v11_polya	TCGA_rollup
FAM65B	TH34_1350_S01	v11_polya	TCGA_rollup
FAM78A	TH34_1350_S01	v11_polya	TCGA_rollup
FBRS	TH34_1350_S01	v11_polya	TCGA_rollup
FCAR	TH34_1350_S01	v11_polya	TCGA_rollup
FCER1G	TH34_1350_S01	v11_polya	TCGA_rollup
FCGR2C	TH34_1350_S01	v11_polya	TCGA_rollup
FCGR3B	TH34_1350_S01	v11_polya	TCGA_rollup
FCN1	TH34_1350_S01	v11_polya	TCGA_rollup
FES	TH34_1350_S01	v11_polya	TCGA_rollup
FGD2	TH34_1350_S01	v11_polya	TCGA_rollup
FGD3	TH34_1350_S01	v11_polya	TCGA_rollup
FGFBP2	TH34_1350_S01	v11_polya	TCGA_rollup
FGL2	TH34_1350_S01	v11_polya	TCGA_rollup
FGR	TH34_1350_S01	v11_polya	TCGA_rollup
FLI1	TH34_1350_S01	v11_polya	TCGA_rollup
FLT3LG	TH34_1350_S01	v11_polya	TCGA_rollup
FMNL1	TH34_1350_S01	v11_polya	TCGA_rollup
FPR1	TH34_1350_S01	v11_polya	TCGA_rollup
FYB	TH34_1350_S01	v11_polya	TCGA_rollup
GAPT	TH34_1350_S01	v11_polya	TCGA_rollup
GBP5	TH34_1350_S01	v11_polya	TCGA_rollup
GIMAP4	TH34_1350_S01	v11_polya	TCGA_rollup
GMIP	TH34_1350_S01	v11_polya	TCGA_rollup
GPBAR1	TH34_1350_S01	v11_polya	TCGA_rollup
GPSM3	TH34_1350_S01	v11_polya	TCGA_rollup
GRK6	TH34_1350_S01	v11_polya	TCGA_rollup
GRN	TH34_1350_S01	v11_polya	TCGA_rollup
GYPB	TH34_1350_S01	v11_polya	TCGA_rollup
GZMH	TH34_1350_S01	v11_polya	TCGA_rollup
HBA1	TH34_1350_S01	v11_polya	TCGA_rollup
HBA2	TH34_1350_S01	v11_polya	TCGA_rollup
HBB	TH34_1350_S01	v11_polya	TCGA_rollup
HBD	TH34_1350_S01	v11_polya	TCGA_rollup
HBG1	TH34_1350_S01	v11_polya	TCGA_rollup
HBG2	TH34_1350_S01	v11_polya	TCGA_rollup
HBM	TH34_1350_S01	v11_polya	TCGA_rollup
HCK	TH34_1350_S01	v11_polya	TCGA_rollup
HK3	TH34_1350_S01	v11_polya	TCGA_rollup
HSPA7	TH34_1350_S01	v11_polya	TCGA_rollup
HVCN1	TH34_1350_S01	v11_polya	TCGA_rollup
ICAM3	TH34_1350_S01	v11_polya	TCGA_rollup
IKZF1	TH34_1350_S01	v11_polya	TCGA_rollup
IL10RA	TH34_1350_S01	v11_polya	TCGA_rollup
IL17RA	TH34_1350_S01	v11_polya	TCGA_rollup
INPP5D	TH34_1350_S01	v11_polya	TCGA_rollup
IRF5	TH34_1350_S01	v11_polya	TCGA_rollup
ITGAL	TH34_1350_S01	v11_polya	TCGA_rollup
