gene	Sample_ID	compendium_version	rollup_cohort
DSCR8	TH34_1163_S01	v11_polya	PEDAYA_rollup
EMILIN3	TH34_1163_S01	v11_polya	PEDAYA_rollup
FABP7	TH34_1163_S01	v11_polya	PEDAYA_rollup
FAR2P1	TH34_1163_S01	v11_polya	PEDAYA_rollup
FMO1	TH34_1163_S01	v11_polya	PEDAYA_rollup
FP236383.7	TH34_1163_S01	v11_polya	PEDAYA_rollup
FP236383.8	TH34_1163_S01	v11_polya	PEDAYA_rollup
FP671120.2	TH34_1163_S01	v11_polya	PEDAYA_rollup
GAS2	TH34_1163_S01	v11_polya	PEDAYA_rollup
GTSF1	TH34_1163_S01	v11_polya	PEDAYA_rollup
IGF2-AS	TH34_1163_S01	v11_polya	PEDAYA_rollup
IL17B	TH34_1163_S01	v11_polya	PEDAYA_rollup
JPX_1	TH34_1163_S01	v11_polya	PEDAYA_rollup
KIAA1429	TH34_1163_S01	v11_polya	PEDAYA_rollup
KLHL41	TH34_1163_S01	v11_polya	PEDAYA_rollup
MEOX2	TH34_1163_S01	v11_polya	PEDAYA_rollup
MIR503HG	TH34_1163_S01	v11_polya	PEDAYA_rollup
MRLN	TH34_1163_S01	v11_polya	PEDAYA_rollup
MYBPH	TH34_1163_S01	v11_polya	PEDAYA_rollup
MYF5	TH34_1163_S01	v11_polya	PEDAYA_rollup
MYH3	TH34_1163_S01	v11_polya	PEDAYA_rollup
MYH7B	TH34_1163_S01	v11_polya	PEDAYA_rollup
MYL1	TH34_1163_S01	v11_polya	PEDAYA_rollup
MYLPF	TH34_1163_S01	v11_polya	PEDAYA_rollup
MYOG	TH34_1163_S01	v11_polya	PEDAYA_rollup
NEB	TH34_1163_S01	v11_polya	PEDAYA_rollup
PAX7	TH34_1163_S01	v11_polya	PEDAYA_rollup
PGA3	TH34_1163_S01	v11_polya	PEDAYA_rollup
PGA4	TH34_1163_S01	v11_polya	PEDAYA_rollup
PGA5	TH34_1163_S01	v11_polya	PEDAYA_rollup
PRG4	TH34_1163_S01	v11_polya	PEDAYA_rollup
RAPSN	TH34_1163_S01	v11_polya	PEDAYA_rollup
RP11-467L13.4	TH34_1163_S01	v11_polya	PEDAYA_rollup
SAP18	TH34_1163_S01	v11_polya	PEDAYA_rollup
SCARA5	TH34_1163_S01	v11_polya	PEDAYA_rollup
SGCA	TH34_1163_S01	v11_polya	PEDAYA_rollup
SMPX	TH34_1163_S01	v11_polya	PEDAYA_rollup
SNORA27	TH34_1163_S01	v11_polya	PEDAYA_rollup
SRPK3	TH34_1163_S01	v11_polya	PEDAYA_rollup
STAC3	TH34_1163_S01	v11_polya	PEDAYA_rollup
TNMD	TH34_1163_S01	v11_polya	PEDAYA_rollup
TNNC1	TH34_1163_S01	v11_polya	PEDAYA_rollup
TNNC2	TH34_1163_S01	v11_polya	PEDAYA_rollup
TNNI1	TH34_1163_S01	v11_polya	PEDAYA_rollup
TNNI2	TH34_1163_S01	v11_polya	PEDAYA_rollup
TNNT1	TH34_1163_S01	v11_polya	PEDAYA_rollup
TNNT2	TH34_1163_S01	v11_polya	PEDAYA_rollup
TNNT3	TH34_1163_S01	v11_polya	PEDAYA_rollup
TSPEAR-AS1	TH34_1163_S01	v11_polya	PEDAYA_rollup
TSPEAR-AS2	TH34_1163_S01	v11_polya	PEDAYA_rollup
UBE2V1	TH34_1163_S01	v11_polya	PEDAYA_rollup
UTP11L	TH34_1163_S01	v11_polya	PEDAYA_rollup
AC006262.5	TH34_1149_S02	v11_polya	PEDAYA_rollup
AC009065.4	TH34_1149_S02	v11_polya	PEDAYA_rollup
AC055736.1	TH34_1149_S02	v11_polya	PEDAYA_rollup
AC055736.3	TH34_1149_S02	v11_polya	PEDAYA_rollup
AC093818.1	TH34_1149_S02	v11_polya	PEDAYA_rollup
AC234582.1	TH34_1149_S02	v11_polya	PEDAYA_rollup
ADRA1B	TH34_1149_S02	v11_polya	PEDAYA_rollup
AGER	TH34_1149_S02	v11_polya	PEDAYA_rollup
AKR1C1	TH34_1149_S02	v11_polya	PEDAYA_rollup
AKR1C2	TH34_1149_S02	v11_polya	PEDAYA_rollup
AKR1C3	TH34_1149_S02	v11_polya	PEDAYA_rollup
AL662801.1	TH34_1149_S02	v11_polya	PEDAYA_rollup
ANKRD1	TH34_1149_S02	v11_polya	PEDAYA_rollup
AP003041.1	TH34_1149_S02	v11_polya	PEDAYA_rollup
ARHGAP8	TH34_1149_S02	v11_polya	PEDAYA_rollup
ATP1B3	TH34_1149_S02	v11_polya	PEDAYA_rollup
BANCR	TH34_1149_S02	v11_polya	PEDAYA_rollup
C19orf33	TH34_1149_S02	v11_polya	PEDAYA_rollup
CCL21	TH34_1149_S02	v11_polya	PEDAYA_rollup
CH17-219N22.1	TH34_1149_S02	v11_polya	PEDAYA_rollup
CLEC2L	TH34_1149_S02	v11_polya	PEDAYA_rollup
CNN1	TH34_1149_S02	v11_polya	PEDAYA_rollup
CTSV	TH34_1149_S02	v11_polya	PEDAYA_rollup
CXCL17	TH34_1149_S02	v11_polya	PEDAYA_rollup
DKFZp434J0226	TH34_1149_S02	v11_polya	PEDAYA_rollup
DLGAP1	TH34_1149_S02	v11_polya	PEDAYA_rollup
DLGAP1-AS4	TH34_1149_S02	v11_polya	PEDAYA_rollup
EPHA7	TH34_1149_S02	v11_polya	PEDAYA_rollup
FAM159B	TH34_1149_S02	v11_polya	PEDAYA_rollup
FBXO32	TH34_1149_S02	v11_polya	PEDAYA_rollup
FCN3	TH34_1149_S02	v11_polya	PEDAYA_rollup
GPX2	TH34_1149_S02	v11_polya	PEDAYA_rollup
HOTAIRM1_5	TH34_1149_S02	v11_polya	PEDAYA_rollup
HPGD	TH34_1149_S02	v11_polya	PEDAYA_rollup
HSPA2	TH34_1149_S02	v11_polya	PEDAYA_rollup
IGF1	TH34_1149_S02	v11_polya	PEDAYA_rollup
IGFL2	TH34_1149_S02	v11_polya	PEDAYA_rollup
IGFL3	TH34_1149_S02	v11_polya	PEDAYA_rollup
ITGA6	TH34_1149_S02	v11_polya	PEDAYA_rollup
KANK4	TH34_1149_S02	v11_polya	PEDAYA_rollup
KLF5	TH34_1149_S02	v11_polya	PEDAYA_rollup
KRT14	TH34_1149_S02	v11_polya	PEDAYA_rollup
KRT16	TH34_1149_S02	v11_polya	PEDAYA_rollup
KRT17	TH34_1149_S02	v11_polya	PEDAYA_rollup
KRT19	TH34_1149_S02	v11_polya	PEDAYA_rollup
KRT4	TH34_1149_S02	v11_polya	PEDAYA_rollup
KRT5	TH34_1149_S02	v11_polya	PEDAYA_rollup
KRT6A	TH34_1149_S02	v11_polya	PEDAYA_rollup
KRT7	TH34_1149_S02	v11_polya	PEDAYA_rollup
L1TD1	TH34_1149_S02	v11_polya	PEDAYA_rollup
LBX1-AS1	TH34_1149_S02	v11_polya	PEDAYA_rollup
LEFTY1	TH34_1149_S02	v11_polya	PEDAYA_rollup
LINC00052	TH34_1149_S02	v11_polya	PEDAYA_rollup
LTF	TH34_1149_S02	v11_polya	PEDAYA_rollup
MAX	TH34_1149_S02	v11_polya	PEDAYA_rollup
MEOX2	TH34_1149_S02	v11_polya	PEDAYA_rollup
MFAP5	TH34_1149_S02	v11_polya	PEDAYA_rollup
MIAT	TH34_1149_S02	v11_polya	PEDAYA_rollup
MIAT_exon5_1	TH34_1149_S02	v11_polya	PEDAYA_rollup
MIAT_exon5_3	TH34_1149_S02	v11_polya	PEDAYA_rollup
MIR210	TH34_1149_S02	v11_polya	PEDAYA_rollup
MPP3	TH34_1149_S02	v11_polya	PEDAYA_rollup
MUC1	TH34_1149_S02	v11_polya	PEDAYA_rollup
MUC16	TH34_1149_S02	v11_polya	PEDAYA_rollup
NAPSA	TH34_1149_S02	v11_polya	PEDAYA_rollup
NCCRP1	TH34_1149_S02	v11_polya	PEDAYA_rollup
NHSL2	TH34_1149_S02	v11_polya	PEDAYA_rollup
PCDH19	TH34_1149_S02	v11_polya	PEDAYA_rollup
PCGF5	TH34_1149_S02	v11_polya	PEDAYA_rollup
PDE11A	TH34_1149_S02	v11_polya	PEDAYA_rollup
PGC	TH34_1149_S02	v11_polya	PEDAYA_rollup
RAB15	TH34_1149_S02	v11_polya	PEDAYA_rollup
RNF19A	TH34_1149_S02	v11_polya	PEDAYA_rollup
RNU5B-2P	TH34_1149_S02	v11_polya	PEDAYA_rollup
RP11-337N6.1	TH34_1149_S02	v11_polya	PEDAYA_rollup
RP11-394O4.5	TH34_1149_S02	v11_polya	PEDAYA_rollup
RP11-498C9.3	TH34_1149_S02	v11_polya	PEDAYA_rollup
RP11-81H14.2	TH34_1149_S02	v11_polya	PEDAYA_rollup
RP5-857K21.11	TH34_1149_S02	v11_polya	PEDAYA_rollup
RTTN	TH34_1149_S02	v11_polya	PEDAYA_rollup
SCGB1A1	TH34_1149_S02	v11_polya	PEDAYA_rollup
SCGB3A1	TH34_1149_S02	v11_polya	PEDAYA_rollup
SCGB3A2	TH34_1149_S02	v11_polya	PEDAYA_rollup
SFTA2	TH34_1149_S02	v11_polya	PEDAYA_rollup
SFTPA1	TH34_1149_S02	v11_polya	PEDAYA_rollup
SFTPA2	TH34_1149_S02	v11_polya	PEDAYA_rollup
SFTPB	TH34_1149_S02	v11_polya	PEDAYA_rollup
SFTPC	TH34_1149_S02	v11_polya	PEDAYA_rollup
SFTPD	TH34_1149_S02	v11_polya	PEDAYA_rollup
SOX17	TH34_1149_S02	v11_polya	PEDAYA_rollup
TENM2	TH34_1149_S02	v11_polya	PEDAYA_rollup
TLR8-AS1	TH34_1149_S02	v11_polya	PEDAYA_rollup
TMSB4XP4	TH34_1149_S02	v11_polya	PEDAYA_rollup
TNNI3	TH34_1149_S02	v11_polya	PEDAYA_rollup
TNNT1	TH34_1149_S02	v11_polya	PEDAYA_rollup
VENTXP2	TH34_1149_S02	v11_polya	PEDAYA_rollup
VIPR1	TH34_1149_S02	v11_polya	PEDAYA_rollup
WSCD2	TH34_1149_S02	v11_polya	PEDAYA_rollup
Y_RNA	TH34_1149_S02	v11_polya	PEDAYA_rollup
ZDHHC19	TH34_1149_S02	v11_polya	PEDAYA_rollup
ABHD2	TH34_1179_S01	v11_polya	PEDAYA_rollup
AC005083.1	TH34_1179_S01	v11_polya	PEDAYA_rollup
AC005307.3	TH34_1179_S01	v11_polya	PEDAYA_rollup
AC006019.3	TH34_1179_S01	v11_polya	PEDAYA_rollup
AL662801.1	TH34_1179_S01	v11_polya	PEDAYA_rollup
ALB	TH34_1179_S01	v11_polya	PEDAYA_rollup
AMBN	TH34_1179_S01	v11_polya	PEDAYA_rollup
ANO9	TH34_1179_S01	v11_polya	PEDAYA_rollup
AP003041.1	TH34_1179_S01	v11_polya	PEDAYA_rollup
ASCL2	TH34_1179_S01	v11_polya	PEDAYA_rollup
ASCL5	TH34_1179_S01	v11_polya	PEDAYA_rollup
ASPN	TH34_1179_S01	v11_polya	PEDAYA_rollup
ASPSCR1	TH34_1179_S01	v11_polya	PEDAYA_rollup
C1orf127	TH34_1179_S01	v11_polya	PEDAYA_rollup
C7	TH34_1179_S01	v11_polya	PEDAYA_rollup
CALML3	TH34_1179_S01	v11_polya	PEDAYA_rollup
CALML5	TH34_1179_S01	v11_polya	PEDAYA_rollup
CCDC146	TH34_1179_S01	v11_polya	PEDAYA_rollup
CEMIP	TH34_1179_S01	v11_polya	PEDAYA_rollup
CHGA	TH34_1179_S01	v11_polya	PEDAYA_rollup
CHRNA1	TH34_1179_S01	v11_polya	PEDAYA_rollup
CHRNA3	TH34_1179_S01	v11_polya	PEDAYA_rollup
CLDN1	TH34_1179_S01	v11_polya	PEDAYA_rollup
CLDN7	TH34_1179_S01	v11_polya	PEDAYA_rollup
COLEC11	TH34_1179_S01	v11_polya	PEDAYA_rollup
CPLX2	TH34_1179_S01	v11_polya	PEDAYA_rollup
CST1	TH34_1179_S01	v11_polya	PEDAYA_rollup
CYP3A5	TH34_1179_S01	v11_polya	PEDAYA_rollup
DEFA5	TH34_1179_S01	v11_polya	PEDAYA_rollup
DEFA6	TH34_1179_S01	v11_polya	PEDAYA_rollup
DEFB1	TH34_1179_S01	v11_polya	PEDAYA_rollup
DKK1	TH34_1179_S01	v11_polya	PEDAYA_rollup
DKK4	TH34_1179_S01	v11_polya	PEDAYA_rollup
DLX4	TH34_1179_S01	v11_polya	PEDAYA_rollup
DSP	TH34_1179_S01	v11_polya	PEDAYA_rollup
ELF3	TH34_1179_S01	v11_polya	PEDAYA_rollup
EPCAM	TH34_1179_S01	v11_polya	PEDAYA_rollup
ERVMER34-1	TH34_1179_S01	v11_polya	PEDAYA_rollup
FAM3B	TH34_1179_S01	v11_polya	PEDAYA_rollup
FAM95C	TH34_1179_S01	v11_polya	PEDAYA_rollup
FASLG	TH34_1179_S01	v11_polya	PEDAYA_rollup
FGF19	TH34_1179_S01	v11_polya	PEDAYA_rollup
FGF20	TH34_1179_S01	v11_polya	PEDAYA_rollup
FGF3	TH34_1179_S01	v11_polya	PEDAYA_rollup
FGGY	TH34_1179_S01	v11_polya	PEDAYA_rollup
FIBCD1	TH34_1179_S01	v11_polya	PEDAYA_rollup
FOXS1	TH34_1179_S01	v11_polya	PEDAYA_rollup
FRMPD1	TH34_1179_S01	v11_polya	PEDAYA_rollup
GAD1	TH34_1179_S01	v11_polya	PEDAYA_rollup
GPX2	TH34_1179_S01	v11_polya	PEDAYA_rollup
HMP19	TH34_1179_S01	v11_polya	PEDAYA_rollup
IGFN1	TH34_1179_S01	v11_polya	PEDAYA_rollup
ITGA11	TH34_1179_S01	v11_polya	PEDAYA_rollup
ITGBL1	TH34_1179_S01	v11_polya	PEDAYA_rollup
KIAA1324	TH34_1179_S01	v11_polya	PEDAYA_rollup
KRT19	TH34_1179_S01	v11_polya	PEDAYA_rollup
KRT5	TH34_1179_S01	v11_polya	PEDAYA_rollup
KRT7	TH34_1179_S01	v11_polya	PEDAYA_rollup
KRT8	TH34_1179_S01	v11_polya	PEDAYA_rollup
LINC01158	TH34_1179_S01	v11_polya	PEDAYA_rollup
LY6G6C	TH34_1179_S01	v11_polya	PEDAYA_rollup
MASP1	TH34_1179_S01	v11_polya	PEDAYA_rollup
MIAT	TH34_1179_S01	v11_polya	PEDAYA_rollup
MIAT_exon5_1	TH34_1179_S01	v11_polya	PEDAYA_rollup
MIR205HG	TH34_1179_S01	v11_polya	PEDAYA_rollup
MMP7	TH34_1179_S01	v11_polya	PEDAYA_rollup
MST1R	TH34_1179_S01	v11_polya	PEDAYA_rollup
MSX2	TH34_1179_S01	v11_polya	PEDAYA_rollup
MYH7B	TH34_1179_S01	v11_polya	PEDAYA_rollup
NKD1	TH34_1179_S01	v11_polya	PEDAYA_rollup
NOTUM	TH34_1179_S01	v11_polya	PEDAYA_rollup
NXPH3	TH34_1179_S01	v11_polya	PEDAYA_rollup
OR51E1	TH34_1179_S01	v11_polya	PEDAYA_rollup
OVOS2	TH34_1179_S01	v11_polya	PEDAYA_rollup
PAGE2B	TH34_1179_S01	v11_polya	PEDAYA_rollup
PAGE5	TH34_1179_S01	v11_polya	PEDAYA_rollup
PITX1	TH34_1179_S01	v11_polya	PEDAYA_rollup
PLB1	TH34_1179_S01	v11_polya	PEDAYA_rollup
PRSS56	TH34_1179_S01	v11_polya	PEDAYA_rollup
RASL11B	TH34_1179_S01	v11_polya	PEDAYA_rollup
RGL3	TH34_1179_S01	v11_polya	PEDAYA_rollup
RIMBP2	TH34_1179_S01	v11_polya	PEDAYA_rollup
RIMKLA	TH34_1179_S01	v11_polya	PEDAYA_rollup
RP11-116G8.5	TH34_1179_S01	v11_polya	PEDAYA_rollup
RP11-20I20.4	TH34_1179_S01	v11_polya	PEDAYA_rollup
RP11-350N15.4	TH34_1179_S01	v11_polya	PEDAYA_rollup
RP11-394O4.5	TH34_1179_S01	v11_polya	PEDAYA_rollup
RP11-401P9.4	TH34_1179_S01	v11_polya	PEDAYA_rollup
RP11-465B22.8	TH34_1179_S01	v11_polya	PEDAYA_rollup
RP11-809N8.5	TH34_1179_S01	v11_polya	PEDAYA_rollup
RP5-857K21.11	TH34_1179_S01	v11_polya	PEDAYA_rollup
RP5-857K21.7	TH34_1179_S01	v11_polya	PEDAYA_rollup
SCNN1A	TH34_1179_S01	v11_polya	PEDAYA_rollup
SEZ6	TH34_1179_S01	v11_polya	PEDAYA_rollup
SFN	TH34_1179_S01	v11_polya	PEDAYA_rollup
SHH	TH34_1179_S01	v11_polya	PEDAYA_rollup
SLC34A2	TH34_1179_S01	v11_polya	PEDAYA_rollup
SMIM22	TH34_1179_S01	v11_polya	PEDAYA_rollup
SNHG25	TH34_1179_S01	v11_polya	PEDAYA_rollup
SP6	TH34_1179_S01	v11_polya	PEDAYA_rollup
SSTR1	TH34_1179_S01	v11_polya	PEDAYA_rollup
ST14	TH34_1179_S01	v11_polya	PEDAYA_rollup
STRA6	TH34_1179_S01	v11_polya	PEDAYA_rollup
SYT7	TH34_1179_S01	v11_polya	PEDAYA_rollup
TFF3	TH34_1179_S01	v11_polya	PEDAYA_rollup
TGFA	TH34_1179_S01	v11_polya	PEDAYA_rollup
TM4SF4	TH34_1179_S01	v11_polya	PEDAYA_rollup
TMC4	TH34_1179_S01	v11_polya	PEDAYA_rollup
TMPRSS3	TH34_1179_S01	v11_polya	PEDAYA_rollup
TNFRSF11B	TH34_1179_S01	v11_polya	PEDAYA_rollup
TRDC	TH34_1179_S01	v11_polya	PEDAYA_rollup
TRPM8	TH34_1179_S01	v11_polya	PEDAYA_rollup
UBD	TH34_1179_S01	v11_polya	PEDAYA_rollup
VGF	TH34_1179_S01	v11_polya	PEDAYA_rollup
WNT16	TH34_1179_S01	v11_polya	PEDAYA_rollup
Y_RNA	TH34_1179_S01	v11_polya	PEDAYA_rollup
AC019118.3	TH34_1238_S01	v11_polya	PEDAYA_rollup
AC091053.2	TH34_1238_S01	v11_polya	PEDAYA_rollup
ADAT2	TH34_1238_S01	v11_polya	PEDAYA_rollup
AL662801.1	TH34_1238_S01	v11_polya	PEDAYA_rollup
AOX2P	TH34_1238_S01	v11_polya	PEDAYA_rollup
BBC3	TH34_1238_S01	v11_polya	PEDAYA_rollup
BCAS4	TH34_1238_S01	v11_polya	PEDAYA_rollup
BLK	TH34_1238_S01	v11_polya	PEDAYA_rollup
BNIP3P41	TH34_1238_S01	v11_polya	PEDAYA_rollup
C16orf74	TH34_1238_S01	v11_polya	PEDAYA_rollup
CCDC78	TH34_1238_S01	v11_polya	PEDAYA_rollup
CD19	TH34_1238_S01	v11_polya	PEDAYA_rollup
CD70	TH34_1238_S01	v11_polya	PEDAYA_rollup
CD72	TH34_1238_S01	v11_polya	PEDAYA_rollup
CDHR3	TH34_1238_S01	v11_polya	PEDAYA_rollup
CLEC2D	TH34_1238_S01	v11_polya	PEDAYA_rollup
CLECL1	TH34_1238_S01	v11_polya	PEDAYA_rollup
CTC-436K13.2	TH34_1238_S01	v11_polya	PEDAYA_rollup
FAM129C	TH34_1238_S01	v11_polya	PEDAYA_rollup
FAM150B	TH34_1238_S01	v11_polya	PEDAYA_rollup
FCRL1	TH34_1238_S01	v11_polya	PEDAYA_rollup
FCRLA	TH34_1238_S01	v11_polya	PEDAYA_rollup
GAS6-AS1	TH34_1238_S01	v11_polya	PEDAYA_rollup
GCSAM	TH34_1238_S01	v11_polya	PEDAYA_rollup
GEMIN7	TH34_1238_S01	v11_polya	PEDAYA_rollup
GIPR	TH34_1238_S01	v11_polya	PEDAYA_rollup
HLA-DQB1-AS1	TH34_1238_S01	v11_polya	PEDAYA_rollup
IGHV3-20	TH34_1238_S01	v11_polya	PEDAYA_rollup
IGHV5-78	TH34_1238_S01	v11_polya	PEDAYA_rollup
IGLJ3	TH34_1238_S01	v11_polya	PEDAYA_rollup
IGLV3-25	TH34_1238_S01	v11_polya	PEDAYA_rollup
IRF4	TH34_1238_S01	v11_polya	PEDAYA_rollup
KCNK9	TH34_1238_S01	v11_polya	PEDAYA_rollup
KIAA0226L	TH34_1238_S01	v11_polya	PEDAYA_rollup
KLRC4-KLRK1	TH34_1238_S01	v11_polya	PEDAYA_rollup
KLRF2	TH34_1238_S01	v11_polya	PEDAYA_rollup
KLRK1	TH34_1238_S01	v11_polya	PEDAYA_rollup
LCN8	TH34_1238_S01	v11_polya	PEDAYA_rollup
LDLRAD2	TH34_1238_S01	v11_polya	PEDAYA_rollup
LINC00426	TH34_1238_S01	v11_polya	PEDAYA_rollup
LINC01013	TH34_1238_S01	v11_polya	PEDAYA_rollup
LTK	TH34_1238_S01	v11_polya	PEDAYA_rollup
MCOLN2	TH34_1238_S01	v11_polya	PEDAYA_rollup
MPEG1	TH34_1238_S01	v11_polya	PEDAYA_rollup
MS4A1	TH34_1238_S01	v11_polya	PEDAYA_rollup
MYL5	TH34_1238_S01	v11_polya	PEDAYA_rollup
NEAT1_1	TH34_1238_S01	v11_polya	PEDAYA_rollup
NEIL1	TH34_1238_S01	v11_polya	PEDAYA_rollup
NOP16	TH34_1238_S01	v11_polya	PEDAYA_rollup
NUDT1	TH34_1238_S01	v11_polya	PEDAYA_rollup
