gene	Sample_ID	compendium_version	rollup_cohort
SAR1A	TH34_1381_S01	v8	pandisease
TMEM63A	TH34_1381_S01	v8	pandisease
GEMIN8	TH34_1381_S01	v8	pandisease
CCDC114	TH34_1381_S01	v8	pandisease
TBCD	TH34_1381_S01	v8	pandisease
KRTCAP2	TH34_1381_S01	v8	pandisease
CXXC5	TH34_1381_S01	v8	pandisease
CDK5RAP2	TH34_1381_S01	v8	pandisease
RBM5	TH34_1381_S01	v8	pandisease
DHX9	TH34_1381_S01	v8	pandisease
PSMD4	TH34_1381_S01	v8	pandisease
FLAD1	TH34_1381_S01	v8	pandisease
IGSF1	TH34_1381_S01	v8	pandisease
CFAP126	TH34_1381_S01	v8	pandisease
ZNF496	TH34_1381_S01	v8	pandisease
IVNS1ABP	TH34_1381_S01	v8	pandisease
H3F3A	TH34_1381_S01	v8	pandisease
PPFIA4	TH34_1381_S01	v8	pandisease
TOB1	TH34_1381_S01	v8	pandisease
FBRS	TH34_1381_S01	v8	pandisease
C1orf226	TH34_1381_S01	v8	pandisease
MAB21L2	TH34_1381_S01	v8	pandisease
NEO1	TH34_1381_S01	v8	pandisease
CNOT3	TH34_1381_S01	v8	pandisease
NOS1AP	TH34_1381_S01	v8	pandisease
HSD17B7	TH34_1381_S01	v8	pandisease
TTLL4	TH34_1381_S01	v8	pandisease
TTLL3	TH34_1381_S01	v8	pandisease
CD46	TH34_1381_S01	v8	pandisease
BMI1	TH34_1381_S01	v8	pandisease
ZNF687	TH34_1381_S01	v8	pandisease
ATN1	TH34_1381_S01	v8	pandisease
APC2	TH34_1381_S01	v8	pandisease
DEDD	TH34_1381_S01	v8	pandisease
CA9	TH34_1381_S01	v8	pandisease
CLK3	TH34_1381_S01	v8	pandisease
H3F3AP4	TH34_1381_S01	v8	pandisease
CALR	TH34_1381_S01	v8	pandisease
ACBD3	TH34_1381_S01	v8	pandisease
MAP3K12	TH34_1381_S01	v8	pandisease
MBD6	TH34_1381_S01	v8	pandisease
ACBD6	TH34_1381_S01	v8	pandisease
MPC2	TH34_1381_S01	v8	pandisease
UAP1	TH34_1381_S01	v8	pandisease
UFC1	TH34_1381_S01	v8	pandisease
SF1	TH34_1381_S01	v8	pandisease
MARCH6	TH34_1381_S01	v8	pandisease
DFNB31	TH34_1381_S01	v8	pandisease
PYCR2	TH34_1381_S01	v8	pandisease
PRPF3	TH34_1381_S01	v8	pandisease
USP21	TH34_1381_S01	v8	pandisease
UBXN11	TH34_1381_S01	v8	pandisease
RARA	TH34_1381_S01	v8	pandisease
LBR	TH34_1381_S01	v8	pandisease
DDX39B	TH34_1381_S01	v8	pandisease
HYOU1	TH34_1381_S01	v8	pandisease
ADRA2A	TH34_1381_S01	v8	pandisease
C5orf49	TH34_1381_S01	v8	pandisease
C5orf45	TH34_1381_S01	v8	pandisease
HDGF	TH34_1381_S01	v8	pandisease
TSNAX	TH34_1381_S01	v8	pandisease
CENPF	TH34_1381_S01	v8	pandisease
ACIN1	TH34_1381_S01	v8	pandisease
ATP1B1	TH34_1381_S01	v8	pandisease
NME7	TH34_1381_S01	v8	pandisease
TPR	TH34_1381_S01	v8	pandisease
TNFRSF25	TH34_1381_S01	v8	pandisease
THOC1	TH34_1381_S01	v8	pandisease
GOLGA2P7	TH34_1381_S01	v8	pandisease
SLC41A1	TH34_1381_S01	v8	pandisease
SLC41A3	TH34_1381_S01	v8	pandisease
ZC3H11A	TH34_1381_S01	v8	pandisease
RFX4	TH34_1381_S01	v8	pandisease
RFX5	TH34_1381_S01	v8	pandisease
SLC2A1	TH34_1381_S01	v8	pandisease
PLEKHA7	TH34_1381_S01	v8	pandisease
TIAL1	TH34_1381_S01	v8	pandisease
UQCRC2	TH34_1381_S01	v8	pandisease
STRADA	TH34_1381_S01	v8	pandisease
PDXK	TH34_1381_S01	v8	pandisease
CRELD2	TH34_1381_S01	v8	pandisease
CRELD1	TH34_1381_S01	v8	pandisease
FHAD1	TH34_1381_S01	v8	pandisease
CNTN2	TH34_1381_S01	v8	pandisease
PPOX	TH34_1381_S01	v8	pandisease
SLC29A1	TH34_1381_S01	v8	pandisease
VANGL2	TH34_1381_S01	v8	pandisease
RUVBL1	TH34_1381_S01	v8	pandisease
ADAR	TH34_1381_S01	v8	pandisease
AP003041.1	TH34_1381_S01	v8	pandisease
ITPKB	TH34_1381_S01	v8	pandisease
SDF2L1	TH34_1381_S01	v8	pandisease
PLXDC1	TH34_1381_S01	v8	pandisease
PKM	TH34_1381_S01	v8	pandisease
IGF2	TH34_1381_S01	v8	pandisease
TARS2	TH34_1381_S01	v8	pandisease
DAP3	TH34_1381_S01	v8	pandisease
SMYD3	TH34_1381_S01	v8	pandisease
KDM5C	TH34_1381_S01	v8	pandisease
MARC2	TH34_1381_S01	v8	pandisease
JTB	TH34_1381_S01	v8	pandisease
EGLN1	TH34_1381_S01	v8	pandisease
DNAH9	TH34_1381_S01	v8	pandisease
GAS8	TH34_1381_S01	v8	pandisease
CLK2	TH34_1381_S01	v8	pandisease
ALKBH5	TH34_1381_S01	v8	pandisease
ZBTB18	TH34_1381_S01	v8	pandisease
PI4KB	TH34_1381_S01	v8	pandisease
FILIP1L	TH34_1381_S01	v8	pandisease
CCDC40	TH34_1381_S01	v8	pandisease
RCOR3	TH34_1381_S01	v8	pandisease
RNPEP	TH34_1381_S01	v8	pandisease
FAM81B	TH34_1381_S01	v8	pandisease
MLF1	TH34_1381_S01	v8	pandisease
IFT140	TH34_1381_S01	v8	pandisease
DAW1	TH34_1381_S01	v8	pandisease
RSPH1	TH34_1381_S01	v8	pandisease
WDR26	TH34_1381_S01	v8	pandisease
WDR27	TH34_1381_S01	v8	pandisease
USF1	TH34_1381_S01	v8	pandisease
ADSS	TH34_1381_S01	v8	pandisease
CADM1	TH34_1381_S01	v8	pandisease
KLHL12	TH34_1381_S01	v8	pandisease
MTMR11	TH34_1381_S01	v8	pandisease
RMST_10	TH34_1381_S01	v8	pandisease
PODXL2	TH34_1381_S01	v8	pandisease
RABL2A	TH34_1381_S01	v8	pandisease
ADGRD1	TH34_1381_S01	v8	pandisease
TMEM9	TH34_1381_S01	v8	pandisease
HSP90B1	TH34_1381_S01	v8	pandisease
C10orf105	TH34_1381_S01	v8	pandisease
MGST3	TH34_1381_S01	v8	pandisease
PIP5K1A	TH34_1381_S01	v8	pandisease
GDPD2	TH34_1381_S01	v8	pandisease
PRCC	TH34_1381_S01	v8	pandisease
HKR1	TH34_1381_S01	v8	pandisease
PCP4	TH34_1381_S01	v8	pandisease
GRSF1	TH34_1381_S01	v8	pandisease
SF3B4	TH34_1381_S01	v8	pandisease
NENF	TH34_1381_S01	v8	pandisease
MSH5	TH34_1381_S01	v8	pandisease
NFYC	TH34_1381_S01	v8	pandisease
MRPS14	TH34_1381_S01	v8	pandisease
AXIN2	TH34_1381_S01	v8	pandisease
RGL1	TH34_1381_S01	v8	pandisease
RGL2	TH34_1381_S01	v8	pandisease
PFKP	TH34_1381_S01	v8	pandisease
DVL3	TH34_1381_S01	v8	pandisease
ARNT	TH34_1381_S01	v8	pandisease
MTX1	TH34_1381_S01	v8	pandisease
COQ9	TH34_1381_S01	v8	pandisease
EPRS	TH34_1381_S01	v8	pandisease
XPR1	TH34_1381_S01	v8	pandisease
SNAPIN	TH34_1381_S01	v8	pandisease
INTS3	TH34_1381_S01	v8	pandisease
PHYKPL	TH34_1381_S01	v8	pandisease
COPA	TH34_1381_S01	v8	pandisease
GALNS	TH34_1381_S01	v8	pandisease
SYNGAP1	TH34_1381_S01	v8	pandisease
NBPF15	TH34_1381_S01	v8	pandisease
THEM4	TH34_1381_S01	v8	pandisease
LMNA	TH34_1381_S01	v8	pandisease
RABL2B	TH34_1381_S01	v8	pandisease
PBX2	TH34_1381_S01	v8	pandisease
PBX1	TH34_1381_S01	v8	pandisease
LYPLAL1	TH34_1381_S01	v8	pandisease
PMF1	TH34_1381_S01	v8	pandisease
AZIN1	TH34_1381_S01	v8	pandisease
PFKFB4	TH34_1381_S01	v8	pandisease
SCRIB	TH34_1381_S01	v8	pandisease
DCAF6	TH34_1381_S01	v8	pandisease
TCTEX1D1	TH34_1381_S01	v8	pandisease
DCAF8	TH34_1381_S01	v8	pandisease
PAGR1	TH34_1381_S01	v8	pandisease
FGFRL1	TH34_1381_S01	v8	pandisease
ANGPTL4	TH34_1381_S01	v8	pandisease
RAB4A	TH34_1381_S01	v8	pandisease
CD36	TH34_1381_S01	v8	pandisease
POLR3C	TH34_1381_S01	v8	pandisease
GGPS1	TH34_1381_S01	v8	pandisease
SELENBP1	TH34_1381_S01	v8	pandisease
RP11-632C17__A.1	TH34_1381_S01	v8	pandisease
PLA2G6	TH34_1381_S01	v8	pandisease
COX20	TH34_1381_S01	v8	pandisease
ENSA	TH34_1381_S01	v8	pandisease
AC132217.4	TH34_1381_S01	v8	pandisease
SETDB1	TH34_1381_S01	v8	pandisease
MAPRE3	TH34_1381_S01	v8	pandisease
C4A	TH34_1381_S01	v8	pandisease
ERBB2	TH34_1381_S01	v8	pandisease
GPI	TH34_1381_S01	v8	pandisease
PNKP	TH34_1381_S01	v8	pandisease
CDH23	TH34_1381_S01	v8	pandisease
TNIP1	TH34_1381_S01	v8	pandisease
GNPAT	TH34_1381_S01	v8	pandisease
MDM4	TH34_1381_S01	v8	pandisease
LRRC71	TH34_1381_S01	v8	pandisease
BRD2	TH34_1381_S01	v8	pandisease
RSPO2	TH34_1381_S01	v8	pandisease
TOR1AIP1	TH34_1381_S01	v8	pandisease
PLD2	TH34_1381_S01	v8	pandisease
RSPO4	TH34_1381_S01	v8	pandisease
SFI1	TH34_1381_S01	v8	pandisease
LLGL1	TH34_1381_S01	v8	pandisease
TTC17	TH34_1381_S01	v8	pandisease
NUCKS1	TH34_1381_S01	v8	pandisease
SPEG	TH34_1381_S01	v8	pandisease
LZTR1	TH34_1381_S01	v8	pandisease
RP4-669L17.10	TH34_1381_S01	v8	pandisease
MRPL24	TH34_1381_S01	v8	pandisease
ISG20L2	TH34_1381_S01	v8	pandisease
GORASP1	TH34_1381_S01	v8	pandisease
GAPDH	TH34_1381_S01	v8	pandisease
CRTC2	TH34_1381_S01	v8	pandisease
SUCO	TH34_1381_S01	v8	pandisease
SRSF5	TH34_1381_S01	v8	pandisease
IARS2	TH34_1381_S01	v8	pandisease
SRSF6	TH34_1381_S01	v8	pandisease
SRSF1	TH34_1381_S01	v8	pandisease
CHD1L	TH34_1381_S01	v8	pandisease
UBAP2L	TH34_1381_S01	v8	pandisease
PIAS3	TH34_1381_S01	v8	pandisease
CHODL	TH34_1381_S01	v8	pandisease
KIF9	TH34_1381_S01	v8	pandisease
MEIS2	TH34_1381_S01	v8	pandisease
RBM34	TH34_1381_S01	v8	pandisease
PNPLA7	TH34_1381_S01	v8	pandisease
SMEK1	TH34_1381_S01	v8	pandisease
B4GALT3	TH34_1381_S01	v8	pandisease
PGK1	TH34_1381_S01	v8	pandisease
DALRD3	TH34_1381_S01	v8	pandisease
AL662801.1	TH34_1381_S01	v8	pandisease
PARP1	TH34_1381_S01	v8	pandisease
PAX6	TH34_1381_S01	v8	pandisease
PAX3	TH34_1381_S01	v8	pandisease
UBA1	TH34_1381_S01	v8	pandisease
GPR89A	TH34_1381_S01	v8	pandisease
MRPL9	TH34_1381_S01	v8	pandisease
FAM162A	TH34_1381_S01	v8	pandisease
LAMA5	TH34_1381_S01	v8	pandisease
TADA1	TH34_1381_S01	v8	pandisease
MRPS25	TH34_1381_S01	v8	pandisease
ST8SIA1	TH34_1381_S01	v8	pandisease
MOK	TH34_1381_S01	v8	pandisease
STK33	TH34_1381_S01	v8	pandisease
STK36	TH34_1381_S01	v8	pandisease
NVL	TH34_1381_S01	v8	pandisease
LAMTOR2	TH34_1381_S01	v8	pandisease
ACADVL	TH34_1381_S01	v8	pandisease
TMEM161B-AS1	TH34_1381_S01	v8	pandisease
ODF3B	TH34_1381_S01	v8	pandisease
C1orf43	TH34_1381_S01	v8	pandisease
ADAMTS16	TH34_1381_S01	v8	pandisease
DENND6B	TH34_1381_S01	v8	pandisease
VPS45	TH34_1381_S01	v8	pandisease
APH1A	TH34_1381_S01	v8	pandisease
RRNAD1	TH34_1381_S01	v8	pandisease
RBM8A	TH34_1381_S01	v8	pandisease
PABPC1L	TH34_1381_S01	v8	pandisease
ADIPOR1	TH34_1381_S01	v8	pandisease
TPPP3	TH34_1381_S01	v8	pandisease
MTG1	TH34_1381_S01	v8	pandisease
AKAP8L	TH34_1381_S01	v8	pandisease
RELN	TH34_1381_S01	v8	pandisease
BNIP3L	TH34_1381_S01	v8	pandisease
MTSS1L	TH34_1381_S01	v8	pandisease
ACSS1	TH34_1381_S01	v8	pandisease
CCDC37	TH34_1381_S01	v8	pandisease
SH3BP5L	TH34_1381_S01	v8	pandisease
LGALS8	TH34_1381_S01	v8	pandisease
RP11-263K19.4	TH34_1381_S01	v8	pandisease
UCHL5	TH34_1381_S01	v8	pandisease
RP4-781K5.2	TH34_1381_S01	v8	pandisease
LRBA	TH34_1381_S01	v8	pandisease
PLXNA3	TH34_1381_S01	v8	pandisease
PLXNA2	TH34_1381_S01	v8	pandisease
GSTM2	TH34_1381_S01	v8	pandisease
LRRN2	TH34_1381_S01	v8	pandisease
PRRT2	TH34_1381_S01	v8	pandisease
TBC1D9B	TH34_1381_S01	v8	pandisease
WDR11	TH34_1381_S01	v8	pandisease
STX18	TH34_1381_S01	v8	pandisease
HMGXB3	TH34_1381_S01	v8	pandisease
DTX3	TH34_1381_S01	v8	pandisease
HILPDA	TH34_1381_S01	v8	pandisease
PEX19	TH34_1381_S01	v8	pandisease
ZMYND10	TH34_1381_S01	v8	pandisease
SNAP47	TH34_1381_S01	v8	pandisease
ANGEL2	TH34_1381_S01	v8	pandisease
ANKRD11	TH34_1381_S01	v8	pandisease
TIMM17A	TH34_1381_S01	v8	pandisease
MLLT6	TH34_1381_S01	v8	pandisease
CFAP45	TH34_1381_S01	v8	pandisease
PRRC2C	TH34_1381_S01	v8	pandisease
RMST	TH34_1381_S01	v8	pandisease
PDZK1	TH34_1381_S01	v8	pandisease
PIGC	TH34_1381_S01	v8	pandisease
MSI1	TH34_1381_S01	v8	pandisease
SLC22A3	TH34_1381_S01	v8	pandisease
RHOBTB2	TH34_1381_S01	v8	pandisease
RHOBTB3	TH34_1381_S01	v8	pandisease
HERPUD1	TH34_1381_S01	v8	pandisease
DUSP12	TH34_1381_S01	v8	pandisease
POGK	TH34_1381_S01	v8	pandisease
MMP17	TH34_1381_S01	v8	pandisease
SRRM1	TH34_1381_S01	v8	pandisease
SRRM2	TH34_1381_S01	v8	pandisease
POGZ	TH34_1381_S01	v8	pandisease
NDUFS2	TH34_1381_S01	v8	pandisease
YY1AP1	TH34_1381_S01	v8	pandisease
BCL9	TH34_1381_S01	v8	pandisease
CKAP4	TH34_1381_S01	v8	pandisease
ILF2	TH34_1381_S01	v8	pandisease
SUN1	TH34_1381_S01	v8	pandisease
LYPLA2	TH34_1381_S01	v8	pandisease
SRP9	TH34_1381_S01	v8	pandisease
KIFAP3	TH34_1381_S01	v8	pandisease
BOC	TH34_1381_S01	v8	pandisease
SDCCAG8	TH34_1381_S01	v8	pandisease
NSMF	TH34_1381_S01	v8	pandisease
SUSD4	TH34_1381_S01	v8	pandisease
MICAL3	TH34_1381_S01	v8	pandisease
PHC1	TH34_1381_S01	v8	pandisease
CAPN2	TH34_1381_S01	v8	pandisease
RP3-467D16.3	TH34_1381_S01	v8	pandisease
PYGM	TH34_1381_S01	v8	pandisease
STK11IP	TH34_1381_S01	v8	pandisease
NTPCR	TH34_1381_S01	v8	pandisease
SCAMP3	TH34_1381_S01	v8	pandisease
SPAG8	TH34_1381_S01	v8	pandisease
SPAG6	TH34_1381_S01	v8	pandisease
COG2	TH34_1381_S01	v8	pandisease
C9orf24	TH34_1381_S01	v8	pandisease
CHTOP	TH34_1381_S01	v8	pandisease
USH1C	TH34_1381_S01	v8	pandisease
ATP2B4	TH34_1381_S01	v8	pandisease
FDPS	TH34_1381_S01	v8	pandisease
PCGF3	TH34_1381_S01	v8	pandisease
SOCS2	TH34_1381_S01	v8	pandisease
HK2	TH34_1381_S01	v8	pandisease
RP11-565P22.6	TH34_1381_S01	v8	pandisease
C1orf35	TH34_1381_S01	v8	pandisease
HNRNPU-AS1	TH34_1381_S01	v8	pandisease
ATP8B2	TH34_1381_S01	v8	pandisease
MYO15B	TH34_1381_S01	v8	pandisease
RNF2	TH34_1381_S01	v8	pandisease
ROBO3	TH34_1381_S01	v8	pandisease
KDM5B	TH34_1381_S01	v8	pandisease
VPS72	TH34_1381_S01	v8	pandisease
NIT1	TH34_1381_S01	v8	pandisease
RP11-14N7.2	TH34_1381_S01	v8	pandisease
RP11-1212A22.1	TH34_1381_S01	v8	pandisease
CCDC181	TH34_1381_S01	v8	pandisease
SLC25A37	TH34_1381_S01	v8	pandisease
NAV1	TH34_1381_S01	v8	pandisease
NEK11	TH34_1381_S01	v8	pandisease
RSAD1	TH34_1381_S01	v8	pandisease
PLXNB2	TH34_1381_S01	v8	pandisease
MSTO1	TH34_1381_S01	v8	pandisease
ASXL1	TH34_1381_S01	v8	pandisease
HAUS7	TH34_1381_S01	v8	pandisease
THBS4	TH34_1381_S01	v8	pandisease
THBS3	TH34_1381_S01	v8	pandisease
GRAMD2	TH34_1381_S01	v8	pandisease
COL27A1	TH34_1381_S01	v8	pandisease
SPATA17	TH34_1381_S01	v8	pandisease
RNF44	TH34_1381_S01	v8	pandisease
CAPS	TH34_1381_S01	v8	pandisease
GYS1	TH34_1381_S01	v8	pandisease
PLEC	TH34_1381_S01	v8	pandisease
MIA3	TH34_1381_S01	v8	pandisease
SLC25A44	TH34_1381_S01	v8	pandisease
ADGRA3	TH34_1381_S01	v8	pandisease
PRKRIR	TH34_1381_S01	v8	pandisease
IPO9	TH34_1381_S01	v8	pandisease
BAIAP3	TH34_1381_S01	v8	pandisease
GOLGA8B	TH34_1381_S01	v8	pandisease
NRBP2	TH34_1381_S01	v8	pandisease
RFWD2	TH34_1381_S01	v8	pandisease
MAPK15	TH34_1381_S01	v8	pandisease
GON4L	TH34_1381_S01	v8	pandisease
LINC00665	TH34_1381_S01	v8	pandisease
MPZL1	TH34_1381_S01	v8	pandisease
HNRNPU	TH34_1381_S01	v8	pandisease
SPA17	TH34_1381_S01	v8	pandisease
PPP1R12B	TH34_1381_S01	v8	pandisease
ALDH18A1	TH34_1381_S01	v8	pandisease
SNRPE	TH34_1381_S01	v8	pandisease
PI4KAP2	TH34_1381_S01	v8	pandisease
ZNF692	TH34_1381_S01	v8	pandisease
ELN	TH34_1381_S01	v8	pandisease
PRUNE	TH34_1381_S01	v8	pandisease
PYGO2	TH34_1381_S01	v8	pandisease
COL9A2	TH34_1381_S01	v8	pandisease
GGA2	TH34_1381_S01	v8	pandisease
NCSTN	TH34_1381_S01	v8	pandisease
IDUA	TH34_1381_S01	v8	pandisease
VWA3A	TH34_1381_S01	v8	pandisease
GLB1L2	TH34_1381_S01	v8	pandisease
SEMA3B	TH34_1381_S01	v8	pandisease
FAM179A	TH34_1381_S01	v8	pandisease
WDR90	TH34_1381_S01	v8	pandisease
C4orf3	TH34_1381_S01	v8	pandisease
PDE4DIP	TH34_1381_S01	v8	pandisease
PSMB4	TH34_1381_S01	v8	pandisease
TMEM231	TH34_1381_S01	v8	pandisease
KCTD3	TH34_1381_S01	v8	pandisease
DESI2	TH34_1381_S01	v8	pandisease
KLHDC9	TH34_1381_S01	v8	pandisease
HAX1	TH34_1381_S01	v8	pandisease
ACKR1	TH34_1381_S01	v8	pandisease
ADAM15	TH34_1381_S01	v8	pandisease
CACYBP	TH34_1381_S01	v8	pandisease
XBP1	TH34_1381_S01	v8	pandisease
RP11-488L18.4	TH34_1381_S01	v8	pandisease
CIART	TH34_1381_S01	v8	pandisease
TMEM183A	TH34_1381_S01	v8	pandisease
CPNE6	TH34_1381_S01	v8	pandisease
UBQLN4	TH34_1381_S01	v8	pandisease
AHDC1	TH34_1381_S01	v8	pandisease
DAP	TH34_1381_S01	v8	pandisease
MMS19	TH34_1381_S01	v8	pandisease
MSX1	TH34_1381_S01	v8	pandisease
TBCE	TH34_1381_S01	v8	pandisease
DGKD	TH34_1381_S01	v8	pandisease
ISYNA1	TH34_1381_S01	v8	pandisease
PDIA4	TH34_1381_S01	v8	pandisease
PDIA3	TH34_1381_S01	v8	pandisease
LIX1L	TH34_1381_S01	v8	pandisease
C1orf198	TH34_1381_S01	v8	pandisease
SSBP3	TH34_1381_S01	v8	pandisease
ARMC3	TH34_1381_S01	v8	pandisease
LINC00969	TH34_1381_S01	v8	pandisease
FAM63A	TH34_1381_S01	v8	pandisease
PLEKHG4	TH34_1381_S01	v8	pandisease
PLEKHG5	TH34_1381_S01	v8	pandisease
BBS1	TH34_1381_S01	v8	pandisease
C1QTNF3	TH34_1381_S01	v8	pandisease
TTC21A	TH34_1381_S01	v8	pandisease
TARBP1	TH34_1381_S01	v8	pandisease
SDHC	TH34_1381_S01	v8	pandisease
WNT11	TH34_1381_S01	v8	pandisease
COL23A1	TH34_1399_S01	v8	pandisease
NELFB	TH34_1399_S01	v8	pandisease
PLK5	TH34_1399_S01	v8	pandisease
GSTA1	TH34_1399_S01	v8	pandisease
C11orf84	TH34_1399_S01	v8	pandisease
P4HA1	TH34_1399_S01	v8	pandisease
PPWD1	TH34_1399_S01	v8	pandisease
AKAP17A	TH34_1399_S01	v8	pandisease
GJB6	TH34_1399_S01	v8	pandisease
C11orf95	TH34_1399_S01	v8	pandisease
TMEM2	TH34_1399_S01	v8	pandisease
CLSTN3	TH34_1399_S01	v8	pandisease
MIR503HG	TH34_1399_S01	v8	pandisease
CERS4	TH34_1399_S01	v8	pandisease
FENDRR	TH34_1399_S01	v8	pandisease
NTNG2	TH34_1399_S01	v8	pandisease
CALM1	TH34_1399_S01	v8	pandisease
ZFYVE16	TH34_1399_S01	v8	pandisease
CCDC93	TH34_1399_S01	v8	pandisease
CCDC14	TH34_1399_S01	v8	pandisease
CAPN5	TH34_1399_S01	v8	pandisease
CH507-528H12.1	TH34_1399_S01	v8	pandisease
AC159540.1	TH34_1399_S01	v8	pandisease
TAGLN3	TH34_1399_S01	v8	pandisease
SEPT11	TH34_1399_S01	v8	pandisease
DMTF1	TH34_1399_S01	v8	pandisease
LUC7L3	TH34_1399_S01	v8	pandisease
IRX2	TH34_1399_S01	v8	pandisease
LSS	TH34_1399_S01	v8	pandisease
B3GALT6	TH34_1399_S01	v8	pandisease
SLITRK2	TH34_1399_S01	v8	pandisease
LIPG	TH34_1399_S01	v8	pandisease
Y_RNA	TH34_1399_S01	v8	pandisease
FAM132A	TH34_1399_S01	v8	pandisease
PTAR1	TH34_1399_S01	v8	pandisease
WSCD2	TH34_1399_S01	v8	pandisease
ENTPD8	TH34_1399_S01	v8	pandisease
SERPINB9	TH34_1399_S01	v8	pandisease
RP1-172N19.5	TH34_1399_S01	v8	pandisease
SHOX2	TH34_1399_S01	v8	pandisease
IQCG	TH34_1399_S01	v8	pandisease
KLK6	TH34_1399_S01	v8	pandisease
CACNA2D2	TH34_1399_S01	v8	pandisease
RGS12	TH34_1399_S01	v8	pandisease
THOC1	TH34_1399_S01	v8	pandisease
FAM193B	TH34_1399_S01	v8	pandisease
KCTD12	TH34_1399_S01	v8	pandisease
PNCK	TH34_1399_S01	v8	pandisease
PLD2	TH34_1399_S01	v8	pandisease
ORMDL1	TH34_1399_S01	v8	pandisease
THUMPD3-AS1	TH34_1399_S01	v8	pandisease
PPFIBP1	TH34_1399_S01	v8	pandisease
PRR22	TH34_1399_S01	v8	pandisease
EGFL6	TH34_1399_S01	v8	pandisease
NRTN	TH34_1399_S01	v8	pandisease
TIAL1	TH34_1399_S01	v8	pandisease
LINC01002	TH34_1399_S01	v8	pandisease
LINC01001	TH34_1399_S01	v8	pandisease
SLC19A1	TH34_1399_S01	v8	pandisease
RP4-669L17.10	TH34_1399_S01	v8	pandisease
ENTPD6	TH34_1399_S01	v8	pandisease
CTD-2547H18.1	TH34_1399_S01	v8	pandisease
EXOSC8	TH34_1399_S01	v8	pandisease
KREMEN2	TH34_1399_S01	v8	pandisease
FAM189A2	TH34_1399_S01	v8	pandisease
CEP95	TH34_1399_S01	v8	pandisease
MPHOSPH8	TH34_1399_S01	v8	pandisease
TNNT3	TH34_1399_S01	v8	pandisease
PPP1R1B	TH34_1399_S01	v8	pandisease
TCP11L2	TH34_1399_S01	v8	pandisease
CH17-232I21.1	TH34_1399_S01	v8	pandisease
IGSF10	TH34_1399_S01	v8	pandisease
HSBP1L1	TH34_1399_S01	v8	pandisease
WSB1	TH34_1399_S01	v8	pandisease
DIO3	TH34_1399_S01	v8	pandisease
MGEA5	TH34_1399_S01	v8	pandisease
LINC00684	TH34_1399_S01	v8	pandisease
CCL25	TH34_1399_S01	v8	pandisease
ZFC3H1	TH34_1399_S01	v8	pandisease
CLDN6	TH34_1399_S01	v8	pandisease
GCA	TH34_1399_S01	v8	pandisease
ZNF189	TH34_1399_S01	v8	pandisease
AL662801.1	TH34_1399_S01	v8	pandisease
BTNL9	TH34_1399_S01	v8	pandisease
VEGFA	TH34_1399_S01	v8	pandisease
SLC26A6	TH34_1399_S01	v8	pandisease
ARGLU1	TH34_1399_S01	v8	pandisease
RP11-20I20.4	TH34_1399_S01	v8	pandisease
WDR19	TH34_1399_S01	v8	pandisease
PSIP1	TH34_1399_S01	v8	pandisease
COL22A1	TH34_1399_S01	v8	pandisease
TUBBP5	TH34_1399_S01	v8	pandisease
FTCD	TH34_1399_S01	v8	pandisease
KDM3A	TH34_1399_S01	v8	pandisease
SLC39A10	TH34_1399_S01	v8	pandisease
RP11-394O4.5	TH34_1399_S01	v8	pandisease
CCDC109B	TH34_1399_S01	v8	pandisease
ONECUT3	TH34_1399_S01	v8	pandisease
AC093323.3	TH34_1399_S01	v8	pandisease
TCERG1	TH34_1399_S01	v8	pandisease
HNRNPH1	TH34_1399_S01	v8	pandisease
CYP2S1	TH34_1399_S01	v8	pandisease
ITIH2	TH34_1399_S01	v8	pandisease
ITIH5	TH34_1399_S01	v8	pandisease
POLI	TH34_1399_S01	v8	pandisease
EHMT1	TH34_1399_S01	v8	pandisease
NSMF	TH34_1399_S01	v8	pandisease
NRBP2	TH34_1399_S01	v8	pandisease
FAM91A1	TH34_1399_S01	v8	pandisease
SMC5	TH34_1399_S01	v8	pandisease
AKAP8L	TH34_1399_S01	v8	pandisease
RP11-89K21.1	TH34_1399_S01	v8	pandisease
LINC00342	TH34_1399_S01	v8	pandisease
C1orf159	TH34_1399_S01	v8	pandisease
DUS3L	TH34_1399_S01	v8	pandisease
ADGRB1	TH34_1399_S01	v8	pandisease
LINC00461	TH34_1399_S01	v8	pandisease
ARTN	TH34_1399_S01	v8	pandisease
HERC2P2	TH34_1399_S01	v8	pandisease
GALP	TH34_1399_S01	v8	pandisease
ZNF83	TH34_1399_S01	v8	pandisease
RP11-734K23.9	TH34_1399_S01	v8	pandisease
C17orf85	TH34_1399_S01	v8	pandisease
IL3RA	TH34_1399_S01	v8	pandisease
MOB2	TH34_1399_S01	v8	pandisease
RBFOX3	TH34_1399_S01	v8	pandisease
LEF1	TH34_1399_S01	v8	pandisease
TRIM67	TH34_1399_S01	v8	pandisease
RP11-488L18.4	TH34_1399_S01	v8	pandisease
TMEM63C	TH34_1399_S01	v8	pandisease
ANKZF1	TH34_1399_S01	v8	pandisease
RP5-902P8.12	TH34_1399_S01	v8	pandisease
PTPRQ	TH34_1399_S01	v8	pandisease
RASGRF2	TH34_1399_S01	v8	pandisease
PLXNA3	TH34_1399_S01	v8	pandisease
ABCA7	TH34_1399_S01	v8	pandisease
CHRD	TH34_1399_S01	v8	pandisease
